Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
ARHGEF9	6.49185309632967	6.41278152533848	7.00112666545428	6.22689381357139	6.99774402605963	6.147713722352151	6.11478344724985	6.35931031689044	6.34695688937889	6.925999418556219	5.75755668893945	6.157852169141741	5.53915881110803	6.791814071161831	6.67807190511264	6.56071495447448	6.690696443977701	7.109569509370691	6.66106547980695	5.56071495447448	6.22303633790187	5.2288186904958796	5.62935662007961	6.121015400961371	6.224966365000269	5.857980995127571	6.846744023244869	5.928370323018969	6.381975478557299	5.436295119839361	5.72246602447109	7.00562454919388	6.323730337521349	5.74146698640115	5.70321146739115	7.067165427017111	4.50462039240355	6.708739041359579	6.004501392234941	5.46597446450407	5.9864109352520405	4.5235619560570095	6.44128427192704
TUSC2	7.77478705960117	7.25644459647344	8.01178633120661	7.734709620225839	7.85174904141606	7.63372181264101	7.73809225962049	7.80992886572143	8.13288525362516	7.71561885907482	7.6373494108331395	7.60954813899943	7.9829935746943095	7.9289624408359805	8.038370331730679	8.02403150151675	8.23888237384058	7.91945926911157	7.875288598222691	7.81762325751143	7.437127844272809	8.02347715183043	7.8150630171928706	7.99548451887751	7.600656307826299	7.99604972751976	7.51648798090997	7.84799690655495	8.07253459972295	7.91707366287822	8.107478646626621	7.96578428466209	7.8771307287656605	7.734709620225839	8.0837452373945	7.91707366287822	7.109569509370691	7.8124982253335595	7.98868468677217	8.51175265376738	7.63081315229913	6.81762325751143	7.60733031374961
TUSC2	7.322829497628889	7.3264294871223	7.18090370917938	7.63299519714296	7.29645740737124	7.442943495848731	7.0810839286876295	7.65963918701565	7.378511623253731	7.25266543245025	7.96173907260414	7.13750352374994	7.2288186904958796	7.35314682549808	7.690696443977701	7.191799501065081	7.54225804976692	6.84423498775875	6.9044840979014195	7.14159627838382	7.28169825009883	7.64817779572482	7.19278595925112	7.22978016673333	7.4093909361377	7.27332938656167	7.66249036391378	7.44045394382303	7.27239650903749	7.6373494108331395	7.4254257345907	7.31469652565629	7.20261362014849	7.951284714966969	7.52277766952458	7.355791546753651	6.82654848729092	7.616916362578809	7.09592441999854	7.73199778664374	7.158862106208449	7.0906417519178495	7.191799501065081
SLC35A1	10.147840893672301	10.605109073832901	10.5085871120895	10.8336807486547	10.311861819197699	10.7661147575867	10.621410886162	10.858369599854699	10.1100917519251	10.5005431540065	10.9187141908319	10.683082336185599	10.676133390749099	10.512444191102901	10.536830005048099	10.527965641134	10.7390210967044	10.4995469552092	10.4490454446142	10.873828574887	10.3464029228395	10.2114016374185	10.4502833667846	10.631722738761901	9.64799798703251	10.135196236653401	10.4001322853547	10.7297057054235	10.2258099406235	10.2985208571259	9.73674015545321	10.697749498331401	10.5264014259875	10.371994393193699	10.109569509370699	10.749869427396801	10.5153056054517	10.3815429511846	10.3741700760685	10.431915413424301	9.69939893773701	10.3818673588704	10.0986900966736
GTPBP6	7.525129251203969	7.568336182133749	7.05419729438881	8.02292258905563	6.90207357931074	7.842350343413809	7.17392693199981	7.5274770060604	7.21819994369474	7.291861369585219	7.81185631429254	7.77807712953536	6.85424505422013	7.63226821549951	7.50382573799575	7.766197597300839	7.127220550488071	7.924218679748501	7.191799501065081	7.03121873061072	7.473299871141321	7.1106138055009005	7.23553560671046	6.61911951145322	7.549977142771819	7.432959407276111	7.889960199658639	7.73199778664374	7.64529816394863	8.477353526634559	7.701826258412059	7.690696443977701	7.233619676759701	7.69905184401685	8.00225245173138	7.51412226017071	7.71218305120923	7.819540460505719	7.3948913664425895	7.94661390541276	7.243173983472951	7.84297883178833	7.452035273546199
PHYH	8.85206127927917	9.22544846861074	9.71235503607453	9.769672576999909	9.376776571882981	9.56871618873173	9.40960308157458	9.56128794516483	9.17442639367725	9.56700537024703	10.5303087884976	9.84987419379562	9.213347281733439	10.1620136104563	10.3420746679991	9.304465409286632	9.486030507369119	9.60825482197791	10.153425362842802	10.1404463641957	9.5783726913608	9.40556697413807	9.55343730575441	10.0060455077265	8.96347412397489	9.04083764926659	9.827183895819529	9.49465561290021	9.2252074369435	9.685099172006609	8.584586749959591	9.26865895502767	9.70234586765264	9.310612781659529	9.12023787734196	9.833838843558288	9.52454171503585	9.4038641766068	8.82241149636048	9.02375435329942	8.976993646082391	9.4197495500585	8.91886323727459
UGDH	10.854712576246701	9.92317889949384	11.549158947367198	10.764539898576698	11.461325960926	10.560810468727901	10.6625793724612	11.6360354602002	11.299150767448099	10.4456356713994	11.2646771657162	11.393604968639199	11.5056130952851	11.522679603722901	12.0177131696563	11.702908566555099	10.642232244213	11.4346803471808	11.649795066289402	10.767853393466599	10.825594849463402	10.7032979988076	11.003096215304101	11.0426853722194	10.1757990223714	10.493555273415401	11.2497060569697	11.008848763327	10.9661449133456	11.399277924509	10.386509204077901	10.729365827916599	11.0812171107824	11.0235464571911	11.396818815013699	11.184317492141199	10.1559566294644	11.2449583931511	10.609178738142	11.1123743429323	10.2481647793007	10.1398071267175	11.186547602142198
MMP15	7.20065343636747	6.92955431573285	6.69627208392586	7.91229058335111	7.119978609654879	7.85049941375812	6.78004757606187	7.004501392234941	6.8073549220576	5.91408609701272	7.71355835640479	7.53760669149529	5.979568100095191	6.8801957289431	7.26303440583379	6.56071495447448	5.68929916053589	7.41193462479118	7.50541460934675	7.381975478557299	7.03672310600553	8.21674585819531	7.41193462479118	6.13955135239879	6.22110372536788	6.13750352374994	7.71355835640479	5.5698556083309505	6.62058641045188	8.0	6.60436789989375	6.791814071161831	7.21626083716506	7.0725345997229505	7.48058827023386	6.875288598222691	7.3793783670712605	6.93073733756289	7.02347715183043	6.99322146736894	6.60288440871842	7.26303440583379	6.7892075753473495
NDUFB3	9.833838843558288	10.212253179690899	10.483311954999401	10.0574502721839	10.2512456897991	9.808964174919259	10.440972954887698	10.2604491407533	10.2730962237263	10.0588035177956	10.406523915276999	10.5648163678849	10.182270191862099	10.7023458676526	10.3472891672294	10.3512705435754	10.2613897732501	10.1404463641957	10.3134499409631	10.730045502879198	10.2725131517219	10.0461690720767	10.6352646565395	10.2917462808339	9.73961186364278	10.403012023575	10.443254388004	10.202858455964199	10.059885201101	10.4418029844199	9.656961081474211	10.0251395622785	10.393604968639199	9.90899299325053	10.3135633113643	10.578467043739199	10.039056121086599	10.0152756548272	10.1185518039239	10.335948565202301	10.0465783666203	9.897694222183802	10.1385278014223
RPS6KA1	8.79571500650173	8.738767836800191	8.64853734589263	9.20383738393455	9.012903833230641	8.9086928382425	8.58044701959866	9.13211410258272	8.649256177517309	8.27379559921427	9.0131830735375	8.8325735989774	8.48099210369791	9.045213599665	8.59208323365389	8.71424551766612	8.20652601587743	8.688949628119671	8.90689059560852	8.719731056749849	8.8972404255748	9.05636676102453	9.123604124140948	8.117383366931481	7.794415866350111	8.54496443278924	9.27937843123448	8.68685065339314	8.86015583462336	9.020979938904212	8.46964181723952	8.58908931290962	9.01485738131639	8.76752238622855	9.10643207781693	9.08931805695308	8.43754402631547	8.74651432113846	8.625708843064471	9.37330019660839	8.30012372456901	8.84046323386954	8.53138146051631
HEBP2	10.8512024624965	10.987832449842301	11.025693273680801	10.89913030381	10.998026215799598	10.714245517666098	11.234997008534801	11.217715411350698	11.210914816073899	10.5703301010308	10.7720670921403	10.828374533042199	10.7825068556634	10.928592395680198	11.0205633161817	10.6347203117811	11.379432521274099	11.3633682249603	11.294735608574099	11.256562535982301	11.2935866000386	11.130634909944902	11.279610581052498	11.199856350326199	10.531771325412901	11.061303680783501	10.9277779620823	11.2292995087109	10.9731233306702	10.9417812422785	10.823287618917501	10.9662170282661	10.9141608616095	10.7084804088857	11.240552850462	11.146695948030699	10.7201587373746	11.3776985777299	11.110744289382902	11.076080704101601	10.554396991175901	10.8823373612495	10.856503341793498
ARHGAP32	7.4966540825934995	8.4549161375148	7.98356369722332	7.73267622307331	7.62351574149055	8.033973543441059	7.41278152533848	7.5576551547254205	7.71904650392994	6.8984502328078605	7.91707366287822	8.118422024313201	7.400879436282179	7.8629472480209195	7.61397358738023	7.06824086131282	7.797012977836139	7.41447383643093	8.19967234483636	8.06877827798541	8.22544846861074	8.01569380710515	8.1814007617393	7.8703647195834	5.83794324189103	7.5698556083309505	7.63444806236231	7.7767620017862304	7.5235619560570095	8.592830744054499	6.1538053360790395	7.677367292136049	7.62497817956904	7.25738784269265	7.9663612472936105	7.770829046032491	8.23840473932508	7.48058827023386	7.86170728658586	7.78724960846791	6.378511623253731	8.07146236255663	6.64529816394863
OCRL	7.21042783040149	7.88508622529017	7.98013957763916	7.507794640198701	8.13442632022093	7.72041528490633	7.47735352663456	8.308339030139411	7.649615459063409	7.4396231375571205	8.01847839596593	7.56529252058102	7.77214959078454	8.32192809488736	8.01569380710515	7.84423498775875	7.65033375384593	7.89845023280787	7.80348537559595	7.362820525534261	7.3389591754152	7.797012977836139	7.89117612475454	7.67807190511264	7.16289479937478	6.82400405093315	8.36369674483899	7.8201789624151905	7.825912798784981	7.731319031025059	7.22400167419811	8.00618579994629	7.63008507000212	7.57213175138666	7.82209277437953	7.82972273508606	7.6567823642190005	7.5022351148568	7.318316841334981	7.47735352663456	7.19574129324645	7.452858964713809	8.0427537609772
SPR	8.00506308001346	8.516881890821201	8.38154295118458	8.782998208920409	8.56224242422107	8.6585685412961	8.461070114033049	8.23026066466979	7.875902903124829	7.973840839533151	8.808964174919259	8.80703285596834	8.175923742063759	8.2364926183813	8.86263735755879	8.811214117513241	8.4667902378031	8.403864176606799	8.23553560671046	8.50620838930674	8.4858293087019	8.47411151394241	8.67207169690516	8.39145842004967	7.690696443977701	8.22400167419811	8.674898433133299	8.339404657907819	7.97326686099329	9.10013667128545	7.016808287686549	8.67454539384586	8.50620838930674	8.12825215227739	8.33136485049545	8.66746640495737	8.68474862042163	8.20163386116965	8.389738878676981	7.71287086768991	8.07092594498551	8.39059890555246	7.7681843247769296
NDUFC1	10.9534689622288	10.895726738476698	11.423536153389499	11.251719092606	11.328506640486697	10.9319193901	11.3142433467486	11.630722162103801	11.269418929741098	10.9876193119243	11.5734578450111	11.654188473059499	11.2100015830506	11.5938579388582	11.6821606685742	11.132435465611902	11.5837879545023	11.3517674439599	11.241148980812499	11.511456179120099	11.396711802067001	11.151587413413	11.5347405859544	11.5262546938286	10.7113228192114	11.1642784383012	11.357277074642802	11.225147172734099	11.156841524588401	11.957755025323	11.2796686126706	11.546798019830101	11.0602230608812	11.2208015206618	11.447238235257402	11.523267898569	11.2845349540084	11.5722738911632	11.6525761227901	11.504173453158698	10.928962440836	11.048078120613502	11.185061245239698
SEMA4G	1.13750352374994	2.13750352374994	0.925999418556223	2.20163386116965	1.5849625007211599	1.6322682154995098	2.53605290024021	2.8073549220576	2.29278174922785	0.8479969065549499	2.13750352374994	1.32192809488736	1.8073549220576	0.8479969065549499	2.0	1.67807190511264	2.16992500144231	1.88752527074159	2.0703893278914	0.485426827170242	3.2172307162206697	0.925999418556223	1.53605290024021	0.485426827170242	1.84799690655495	1.48542682717024	5.40258575823259	3.51096191927738	3.4724877714627405	1.0703893278914	1.8073549220576	1.13750352374994	2.74416109557041	2.8073549220576	1.8073549220576	3.1210154009613698	3.20163386116965	3.6780719051126405	3.1043366598147406	2.9448584458075397	2.03562390973072	2.72246602447109	3.1043366598147406
ELF4	6.94016675048282	7.123086750981059	6.485426827170239	7.511752653767379	7.4708621994137	7.564530600816339	7.2114016374184695	7.23074100262691	6.85174904141606	6.92362461136832	7.72587745912023	7.29829173062012	6.55918586578773	6.26303440583379	6.64241277290506	7.271463027904379	7.041111535369151	6.93781516880342	7.82718389581953	6.88752527074159	7.33360262826828	7.57893871309339	7.5259122607433495	6.7279204545632005	6.894817763307941	6.595443984589481	6.87897051015108	7.54766574835342	6.749534267669259	7.318316841334981	6.94016675048282	6.897240425574799	6.7681843247769296	6.71287086768991	6.8073549220576	7.249824548616179	7.31197531446116	7.104336659814741	7.08852325661663	7.10852445677817	7.463524373271179	7.109569509370691	6.266786540694901
MET	10.9284443510376	9.8916318325891	10.0886557537505	9.83447104998422	10.165786350684	10.3422969459506	10.3295721257654	10.1932789355214	10.5681461412929	9.72587745912023	9.35843142862635	10.2139547578639	10.5587076930211	10.5116538356543	9.870056418472949	9.17292748960384	10.970753016410802	10.5910547740368	9.91378699987453	11.4397270145087	11.145422719600198	11.0905755960063	11.274261661257	10.785288980704	9.36828818553468	10.915655340472	10.5100718246224	10.832969107119501	11.344018439881301	10.313336561652198	9.70649601806119	10.4704555200478	10.9565213633331	10.497752062059801	10.9812818540574	9.99024581480308	11.0149968192946	10.7234903021434	10.856581150764802	10.7412141555378	10.1279943209764	9.870056418472949	10.2979479726166
MTX2	8.569096095262129	8.66426949231891	9.61507783162923	9.207502459258789	8.99689712551234	8.94192792470872	9.06339508128851	9.261389773250151	8.29966594413018	8.12876767668555	9.49125184812723	8.9518675043269	9.02569327368077	9.68334556167658	9.35557133839774	9.142107057302551	8.992655149386831	9.109830654278788	9.27519333390221	9.172677520783859	8.85580287214591	8.7292808460274	9.14847658217828	9.24436383512051	8.40556697413807	8.967226258835991	8.82304872916275	8.67630972700069	8.722807531169549	9.310839959841381	8.876823870306369	8.91737207947684	8.925109323901221	8.48743811292872	8.860776615631599	8.98840066372944	8.84893585552457	8.936048963676619	8.9614496943982	9.19278595925113	8.4245862262511	9.169173402029179	8.697315121716251
MPST	8.90689059560852	9.08135028058369	8.80348537559595	9.167919865551939	9.121015400961369	9.32418054661874	8.38370429247405	9.0601554952546	8.60399717008549	8.175923742063759	9.184379486212938	9.32418054661874	8.30560578958543	9.4542992936199	9.10197567094923	9.25266543245025	8.52943055414615	8.561096973552809	9.33002051583608	8.67101024127845	8.62789861587175	8.71527564626461	8.78985964091365	8.4966540825935	9.005343841917789	8.356672044212099	9.24674059849314	8.75922242638451	8.75622271284729	9.3151495622563	8.325979979394441	8.96289600533726	9.06042573877715	8.48623167798101	8.97154355395077	9.36916109134917	8.735725245076571	8.926295994781109	8.936048963676619	8.873136468833462	7.8905682903065895	8.60399717008549	8.53099149023663
PTPN18	8.28262513419167	8.46393301087224	7.82972273508606	8.10904707770071	8.06501215043695	8.354469792157401	7.82718389581953	8.0503928599799	8.491452292037371	7.964629666720589	7.96693797927846	7.93014594790882	7.49345520092618	7.77478705960117	7.984703266825139	7.97326686099329	8.01625115501275	7.96578428466209	8.144148366508889	7.4700487260113295	8.07734982962161	8.47370574961941	8.01010845347429	7.9442728176116	8.25550073314839	8.12825215227739	8.192292814470768	8.6646250548693	8.043300754364179	7.905086098761769	8.62278396615612	8.13955135239879	7.8672787397096595	8.672778900370739	8.419538891513781	7.82845387393049	8.094341649635851	8.414473836430929	8.72041528490633	8.601770788407709	8.11009175192513	8.20994068029019	7.93781516880342
PCBD1	8.1106138055009	8.365884967677571	8.489847960439299	8.410239330776019	7.992088609014	8.42794133250948	7.834154981401321	8.448322832507499	8.13288525362516	8.165409520319821	7.795715006501731	8.254556251909491	8.69383539248252	8.78594281939225	8.43671154213721	8.630085070002119	8.874059203141151	8.419960177847889	8.24840200614344	8.32418054661874	8.24031432933371	8.37330019660839	8.46515822966425	8.85829188728283	7.422064766172809	8.54457811733884	8.67419226814568	8.35843142862635	7.83605035505807	8.940754047474801	7.58646452588639	8.776762001786231	7.9864109352520405	8.24412594328373	8.534497433738169	8.865423978313132	8.254556251909491	8.45327063401062	8.324630615267191	8.651410525913	8.151777654732049	8.30332412685951	7.777419715515831
GGH	9.28840470702377	9.29829173062013	11.049167872372198	9.89390821507509	9.72229524080225	10.0946055653122	9.99378756313484	10.49155250355	9.70597790168252	10.005905201863001	10.5342055969736	9.95259566011932	10.249706056969698	10.660530785239999	10.5237579610897	10.3308048632816	10.6791281797474	10.6675551070411	10.097768793418599	9.134683004687561	10.3286749273279	9.49884920653172	10.0369977742674	10.3797032618009	9.84877940646071	10.167919865551902	10.665424750351699	9.951138980834731	9.41045135150399	10.0424801864925	9.65731844958129	9.661421832789099	9.193278935521391	9.9839911413154	8.62241793925047	10.4410767346986	10.08640164588	10.2379269466263	10.3254178977101	9.74264627826178	9.41658643754191	10.208965886306599	9.509972891309062
BCAT2	7.215290305651231	7.510170751151769	8.37503943134692	7.58195375084882	7.73741636593706	7.81762325751143	7.13750352374994	8.513332823740129	7.30924896081662	8.11790278909403	7.82081718186417	7.97785230797118	7.86913111964429	8.29140095948369	8.30286736097287	8.071998580753059	7.77873424411784	7.968090752045259	8.51412226017071	6.90689059560852	6.746850183098051	7.819540460505719	7.593951283948411	7.7066686821797505	7.407692648665679	7.422064766172809	7.71355835640479	7.010108453474291	7.3327079336406	7.97096866052181	7.073606040574941	7.595443984589481	7.43379405875492	7.291861369585219	7.93663793900257	8.046032614754209	7.41193462479118	8.138527801422269	7.73809225962049	8.21480479494805	7.563005553062401	7.71011763204345	7.05961485629722
CD2AP	11.3253054550897	10.7583065088026	11.2869042440275	11.2252676986357	11.3065744046055	10.9783529581651	11.051616808337	11.097505455818	11.402905469046301	10.3427413991398	10.7600545744383	11.324124278164199	10.5657685161777	10.664091678176698	11.104860799708199	11.1081323668068	10.7313190310251	11.091303144237198	11.285113188501501	11.3048646449353	11.2339791074905	11.4590729495791	11.1541219040133	10.958045145487	9.795552677945619	10.4824046313003	10.9957671508778	11.3855388901477	11.1761108013886	10.8992058474697	10.4827071359404	11.122763298512199	11.148857860876902	10.8093662078161	11.3784574344716	10.8655013076644	10.8813434273205	11.3010960259674	11.1581047196966	11.3868863722109	10.5726054961914	10.9802824116614	11.0689126008793
ALDH5A1	7.05961485629722	7.038918989292299	6.434628227636731	7.81826260830447	5.82527683005487	7.291861369585219	6.0810839286876295	6.93781516880342	6.4708621994137	6.797012977836139	6.98527271425345	7.322829497628889	6.6567823642190005	7.08001802908918	7.048759311919861	7.605849867194981	7.400879436282179	7.3522641732583205	5.35049724708413	5.33628338786443	6.590961241342599	6.29645740737124	4.8923910259134	6.938991438775541	6.70597790168252	6.36981542428391	7.7292808460274	5.889960199658639	5.5698556083309505	6.8923910259134	6.9518675043269	6.79051141189419	5.91408609701272	6.75622271284729	6.01792190799726	6.83035674741922	6.99322146736894	7.405992359675841	6.55305325276641	5.968090752045259	6.5894638929561	7.26772305162742	6.86170728658586
ALDH5A1	2.53605290024021	5.161887682376889	3.78659636189081	5.5668151540109	2.4059923596758397	4.300123724569009	1.0703893278914	2.48542682717024	1.13750352374994	0.8479969065549499	5.49505552836802	4.9818526532897405	2.6780719051126405	3.73335434061383	2.13750352374994	3.877744249949	4.49825086752783	5.27426166125705	2.86789646399265	2.13750352374994	4.44625622988956	4.15380533607904	2.0703893278914	4.68929916053589	1.9634741239748899	2.90689059560852	2.20163386116965	1.6322682154995098	3.1699250014423104	3.9164766444377204	3.74416109557041	2.20163386116965	2.7004397181410895	4.452858964713809	1.88752527074159	4.0089887832272595	4.90207357931074	5.181897643108389	2.35049724708413	1.48542682717024	5.05311133645956	5.4757334309664	3.86789646399266
SULT1A1	9.81698362325538	10.379486673444301	10.643134661857301	10.2440069826536	10.845254809749001	9.747857300095939	10.2973748605283	10.5753501525239	9.895575282380689	10.151270288790199	11.062181088849199	10.7297057054235	9.41405094472604	10.9369323365224	10.901847386563	10.426579261488401	9.857825523923061	10.554972496152901	11.1150436501617	11.352153803749001	10.485527458080302	10.8112944077457	10.341852355795801	9.381975478557301	9.966793817895288	9.48381577726426	9.6894738949927	10.479275030250198	10.030942959790599	10.795715006501698	8.837943241891029	10.020146573111802	10.533816389433401	10.4714720035965	11.1081977225358	10.9279260751199	10.145932145820499	9.72075727733199	10.1207562729785	10.580447019598699	9.418485137145929	9.97799536861296	9.98569965236977
CPT1A	8.99689712551234	9.68106267695319	9.86217239702164	9.45182927725244	9.63299519714296	9.0601554952546	9.556697634917999	9.57421506588715	9.44997398581035	8.864805194241509	9.564340057985598	9.97913934333115	9.41616416473313	10.228217442293401	9.899507982557921	9.03864468659333	9.57667329251658	9.16163579323773	9.7994435310716	9.621685606726679	8.98584193700334	9.37482214163481	9.84987419379562	9.180157809098539	9.31038556769876	8.92303029826377	9.531381460516311	9.53857696192052	8.92955431573285	9.72280753116955	8.50024436658882	8.79798569056491	9.52610794674445	9.09934781040319	9.27332938656167	9.984133594540982	9.13545278418517	9.28909670241999	8.54728015566346	9.05175273852425	8.93634348139549	9.25502856981873	9.36347773989878
CPT1A	6.76155123244448	6.467605550082999	6.43796008833447	6.432959407276111	6.407692648665679	6.02680005934372	5.736063627871809	6.60733031374961	6.58796498888268	6.22110372536788	6.15583017155653	6.80477637795583	5.593951283948411	6.0156938071051504	6.94251450533924	6.270528942380719	5.3327079336406	6.58195375084882	7.099084760891861	6.0	5.8124982253335595	6.157852169141741	6.45779126025604	5.96578428466209	6.669593751188331	5.52042224852645	6.52825874275841	7.20261362014849	6.68088692071969	6.82145511910246	5.70321146739115	6.55305325276641	5.41953889151378	6.507794640198701	6.311067102255599	6.49185309632967	6.02901108665907	6.3451834471876705	6.33628338786443	6.0400156788478805	6.10852445677817	6.23457795978457	6.51254295509686
SLC25A20	8.59656249740495	8.877744249949	8.91079261307751	8.4245862262511	8.74382460692961	8.28216176658182	8.806710717965231	8.629720891017259	8.68299458368168	8.598424760527719	8.82049810743162	9.13827180017222	8.46638240881356	9.1025006691504	9.44294349584873	8.91318861950889	8.68964860828881	8.80348537559595	8.96520709119934	9.00758797231917	8.14669594803066	9.04302728359455	9.01569380710515	8.253138369691289	8.15583017155653	8.614341762714849	8.72587745912023	8.76686014382955	8.578183968090089	8.86015583462336	8.354469792157401	8.66746640495737	8.89481776330794	8.76818432477693	8.69974594797101	9.111918113555461	8.257387842692651	8.350055177204501	8.537218400538599	8.45820152473794	8.432124272641559	8.31288295528436	8.82527683005487
COX5A	11.9127022526479	12.1901950665328	12.5985410721961	12.881247820653698	12.636828504618899	12.644577357018399	12.2500318855828	12.658367706738698	12.232600803124301	12.175954920302301	12.6724916407717	13.0640859263292	12.307855395935599	12.8886861791366	12.769176663489098	12.756514625533098	12.4850745636986	12.3993313368872	12.785145913982198	12.4875637252368	12.474998725729101	12.3253054550897	12.3202364452416	12.532453335574901	11.628536674026899	11.9707170725916	12.5565539521186	12.232211043554	11.9565576625705	12.977655576422501	11.6920487730085	12.2719590149603	12.051412889039499	12.341741186846301	12.3633956044743	12.662757373083402	12.383974232607901	12.431367014075501	12.3396551813727	12.534716272576802	12.0854060657971	12.3968455670102	11.912589990852599
DGAT1	8.876823870306369	9.104074518442	8.99859042974533	9.053925881531109	9.5870273824021	9.20506011054465	9.061236165747749	9.35093918154643	9.30879406721648	8.5702352149746	9.17941152317403	9.09064175191785	8.53294028837287	9.04957631715597	9.220136447396081	9.087462841250339	8.68685065339314	8.89633240390994	9.6748984331333	9.911991113699619	9.4197495500585	10.1729274896038	9.606405212697789	8.53838296003212	7.77280941016073	8.55113145277411	8.72723977748481	9.34629210400153	9.43128865429159	9.77363376024366	8.41827429388054	9.43567026093655	9.17517526212952	9.54148386405428	9.765368986031788	9.29024929099363	8.89542381038297	8.697315121716251	8.888134388352869	9.81746337553189	8.12722055048807	8.95419631038688	8.34651373316564
TPMT	7.48381577726426	7.206526015877429	8.13545278418517	8.16390121381454	8.42794133250948	8.0	7.984133594540981	7.89965902637744	7.876516946565	7.321026128592969	7.89542381038297	8.21237478756727	7.9881165847601405	7.61911951145322	8.48300957716455	8.01178633120661	7.740118042833131	7.708049251702219	8.365447588550099	7.90147031982427	7.84611717333673	8.27239650903749	7.710806433699349	7.73741636593706	6.34695688937889	7.53760669149529	7.9134878407151605	8.323730337521349	7.64313466185727	7.2479275134435905	6.776103988073161	8.01234519041983	7.9289624408359805	8.04220656012069	8.5006427360628	7.760886242784911	7.361066488794321	7.39059890555246	7.72178276845979	8.0869323411374	7.20750245925879	7.7488637145357	7.42877889133759
TPMT	7.65391987311942	8.25502856981873	9.252192340122392	9.39489136644259	9.44894223647017	8.24840200614344	9.20872208486265	8.9086928382425	8.956230936549881	8.60473853445992	8.558037984776991	8.51530560545172	8.80542144617176	8.3151495622563	8.69244114734778	8.80960737378898	8.78561593708862	8.64889680647526	9.41996017784789	8.94339392934751	7.933690654952231	8.12463831417871	8.62826325508534	8.75355105460065	8.18685706717715	8.68334556167657	8.68860001099912	9.3780780559955	8.91528186586766	7.70321146739115	7.89663514130291	8.59581691855585	8.69557630622205	8.56643464628328	8.578183968090089	7.83794324189103	7.68720069465189	8.31379002544369	8.943979914343739	8.82750149516938	8.41235813720898	7.64457735701838	7.99887245399428
IVD	0.137503523749935	2.10433665981474	0.925999418556223	-0.3	0.263034405833794	2.72246602447109	0.37851162325373	-0.1	1.84799690655495	0.765534746362977	1.9634741239748899	-0.3	0.37851162325373	0.0	0.0	1.0703893278914	1.9634741239748899	1.37851162325373	0.765534746362977	0.37851162325373	1.32192809488736	1.13750352374994	2.20163386116965	2.98185265328974	0.485426827170242	0.0	1.76553474636298	1.84799690655495	0.263034405833794	-0.1	0.6780719051126379	1.43295940727611	1.43295940727611	2.20163386116965	1.32192809488736	0.485426827170242	1.37851162325373	3.877744249949	0.485426827170242	0.584962500721156	1.48542682717024	-0.1	1.32192809488736
IVD	7.3871557176629805	7.50700173276412	7.952450058358999	7.806066226089031	7.53138146051631	8.07521171134824	7.1538053360790395	7.442943495848731	6.80992886572143	7.1719273543534605	7.740118042833131	7.19475685442225	7.50541460934675	7.9407540474748	7.37068740680722	6.90086680798075	7.07895134139482	7.60436789989375	7.3353903546939305	7.2649116930744695	7.62570884306447	6.9898202201176	7.48381577726426	7.93487029119203	6.39231742277876	7.20359271420771	7.903279342056139	6.88630626345243	7.134426320220929	8.08533966935737	7.67877617412389	7.183883459032231	7.23457795978457	7.17692111164436	7.5109619192773796	7.84987419379562	7.44377239276374	7.312882955284361	7.2658494214408496	7.35049724708413	7.683696454306519	7.92481250360578	6.61176256006487
HIBCH	7.806710717965231	7.400879436282179	9.59730769114099	8.768845959753389	9.1853710292354	8.541096615349518	8.189330400614901	9.33315535031062	7.52120781622399	8.384567923173831	7.911691581872339	9.077616871740071	9.21091481607392	9.889047582839028	9.68667560090965	8.87467403163581	9.54766574835342	9.487036080031901	9.644397099000921	9.024308596502891	7.5306014145168305	8.89935692292311	8.91737207947684	8.40002551791402	8.100136671285451	8.07360604057494	8.21723071622067	8.66640155434373	8.759555343206308	9.13775966135219	8.14210705730255	8.81698362325538	7.8905682903065895	8.175424798589692	9.230500853639109	9.15633593669436	8.39145842004967	9.193278935521391	7.9829935746943095	8.900263043568971	7.9224357402331504	8.406842754655301	8.833838843558288
LLGL2	8.79441586635011	8.72314895704758	8.807998838623028	9.230260664669789	9.482202926295962	9.262094845370179	8.24365004189697	9.269126679149421	8.74449750574819	8.07895134139482	9.16867211813223	9.018200178813231	8.70597790168252	9.17916267538715	9.27891401949994	8.55074678538324	8.66320227857954	8.91737207947684	9.42374622911477	8.30879406721648	8.924515622229919	8.82336724004624	9.18363538147322	8.366759328335169	7.20065343636747	8.43920755494128	9.24079133216196	9.07868454619464	8.52552080909507	9.375908263075019	7.74819284958946	8.911991113699619	9.12127448240965	8.64709860726341	8.9692426044345	9.192539407931909	8.77741971551583	9.063664718714	9.01541505238669	8.894514644273132	8.15835722604901	9.1520312708074	8.81025028602818
