Name	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
SLC22A18AS	9.37980377157677	8.92054712824401	9.784615576780789	9.567034625181039	9.15137305241336	9.738199489772509	5.76572931143226	9.1496700704202	9.412337900379061	10.318039767113401	8.81712116535521	8.09355361104835	10.4675108996629	9.66574913150097	9.267982364691528	9.0523957430596	10.0987989874226	9.07367056144544	8.98877785119215	9.35074620320766	9.00261966766058	9.896278905121529	9.921617605470141
FZD5	8.03467522932416	6.755025393174519	8.37151345097999	5.73066508739117	5.04866695032923	6.85302090017874	5.98474978772172	6.8908208887748	5.311008775496201	7.61738058139704	4.859288777363339	7.31640238266237	8.39305849427696	5.69836924198167	7.844938070601749	7.418648654399691	7.8539464590173305	5.25830393657978	5.599457860445661	8.10643242854464	7.278096486768099	8.15071214761501	8.0849171942587
CEACAM7	12.6853094750024	12.447642860592001	14.0984435370819	9.08852461609901	11.173652740186501	10.5999076226334	7.8392793417588305	11.3407597548793	11.486095537328902	12.0158948091455	13.6398673974443	13.608788919988699	11.2768951075463	14.0851216550781	13.194801181838901	13.718191485257302	13.512644990954302	8.71411059876135	11.6776653453463	13.836069719439198	11.3982715087534	12.212621356506801	13.060663446537198
CEACAM7	14.914581394942601	14.3501611744223	15.1563659672447	11.744358795254	13.767481934005401	14.256047544913098	10.6882559662354	13.913508785745599	13.832524326888402	13.9906624904428	15.2472016002211	14.911525298952998	13.653927480781698	14.896358921986801	14.742205493341801	15.0364974513661	14.616858854362599	12.1902534622084	14.3757255409848	15.216862323083198	14.4475716097452	14.384771895288901	14.761165686439199
LMTK2	7.8875819051582505	7.346631679190401	7.6652249746457395	7.25955808790018	7.79656506956519	8.03596193030408	7.85598822771161	7.62160253674559	7.3277703993757495	8.15973755339909	6.6566893367010795	7.130374487097019	7.33703914957826	7.367754929426289	7.538778610871179	7.453745126493911	7.49408174052056	6.023599548389731	7.40734920728654	6.80374733593157	6.22138208450579	7.13075797486421	7.345768525037121
SPINK1	12.093940722467401	13.482401529038698	14.3737854270494	12.717203022991901	12.8591585363454	13.734772042528801	12.7806193603775	13.6930842719961	13.410166778078402	12.5863074659175	13.5342518181236	14.205469623689499	14.3484274927505	14.0929912906775	13.880059902509402	14.0051471906065	14.2601645167942	13.2397883196158	14.1546665532546	14.668352661314499	14.618812383219302	12.284541731680699	14.2586269886759
TM4SF5	8.16340506375604	6.6746439993529405	8.60085300190957	8.61748203726701	7.659075319848809	8.82527568505835	6.08884046624656	8.82792422576152	7.95439397515235	9.91792871361654	8.47701139652143	6.81449748778455	9.01990609648757	7.87814850981655	7.29580186008721	6.76139103786284	8.31754951857599	7.510511149034049	7.531208786881059	8.18344457088571	8.9146889601415	9.621545861081099	8.956222728239462
PROC	3.29463986217702	5.69372802772841	4.8745947580678095	5.77262294940282	5.08048737776425	4.5116667693539405	4.65703239062838	4.25886026185408	3.98585450290779	6.45292138133397	6.3957630463348405	4.01962452983415	5.60676428154986	5.07674386660754	5.25388484097093	4.06965938001833	3.84930305618334	6.687122124782519	4.385769099032241	6.28487661221195	4.11339387722004	5.837023836230269	5.45720477333731
FMO4	8.820891506500619	8.08791114211517	8.85314076424727	8.878943819433061	8.25967416800518	8.50810497649757	7.65500087325989	8.41674097116331	8.65473282188436	9.6369113240683	8.670060808327671	8.36548144205504	8.252217436835869	8.882614598646061	8.423485655027902	8.56946834460301	9.31529552979088	8.405397295395241	8.38293478959925	8.85546790879133	8.209455895217019	8.57254272447096	8.85323863233187
P2RY2	7.62094936973492	8.204607558390581	8.62038328257792	7.467528685808119	8.34214209741158	4.755946532428791	5.1949936536246195	7.11975092383263	6.9351645073035195	9.075857433627462	8.83757269344932	7.878412255681651	5.19164768445562	8.2541408291486	7.53776725032566	8.16709360581742	7.75828147444064	5.15841370062211	6.830224274549299	7.888217610394991	8.29612909724254	8.82315457176017	8.59275983689607
PGGT1B	8.00696959158836	7.485290561730889	8.7018709625564	8.74399799586767	7.70530902848127	6.7028355423623704	7.95410319537868	8.201802662295309	7.714691701719119	8.86466507705425	8.4141540994434	8.037282511592421	9.6506324914847	9.026035214437051	8.86877414730105	7.87327128021705	8.37698011033653	7.9539802389902405	8.30315182434821	8.76492502916062	7.39844988229107	8.256547907289379	8.36313978508898
DAPK2	8.7296253078319	7.62420477107419	8.69633158517415	7.85362375732274	7.50840158589912	7.437026502417309	8.18344562792639	8.210932734011081	8.13154802620973	8.19369409297659	8.73116798143359	8.48466730032315	7.9910975973486	8.12430861216199	8.47743923167046	8.45689280030575	8.97095511327002	8.568792994904861	7.623966864314751	9.12155770364769	8.56849092150091	8.76178088855571	8.93558943130277
SLC1A1	7.0743221336025295	7.5011340290744295	8.81766184077444	9.131718043733109	7.5832371708716	6.17029093870816	6.4309594883541905	7.82498689428052	6.86512279975464	9.681803097908789	7.06414376167382	7.3662210821506795	7.915956672960349	7.87294348123442	7.66533548366591	7.74551759360262	8.18172961698008	7.99435688800757	7.172215674457999	8.0959703155318	7.4851126525593905	8.48211344092568	7.12577873477326
RORC	7.96922541979625	8.35577074290593	8.71205705240433	7.986698006415531	7.035712294086861	6.863110087371349	7.160896073164201	8.42639823975666	8.06203954638403	8.34799570766585	8.12836003068977	8.51113794659833	8.73675503887591	8.54530859520977	8.353366138181139	6.96643090568913	8.44959666161102	7.4332396703176	7.46189854968318	8.518159915520611	7.0813087009648	8.72306062767825	8.1312771893204
PTK6	9.95176377921527	9.7871528992685	10.281367779688699	10.0426319419304	10.1759463338826	9.63914901737425	8.6715771309835	9.696923709356142	10.0798392392523	10.6824949824571	10.258352386145	9.856802016677241	10.1451121373386	10.3450722096477	10.033639594650099	9.79690009420951	10.3081697151627	10.3118717674145	9.66645493271767	10.749812768248502	10.120643996511099	10.588483386760199	10.155864967555301
FHIT	8.2860952026326	7.396085368848491	8.45744513605848	7.80138728030329	6.5329847214495	8.06325846373459	7.52661254542269	8.08332349721449	7.94593100461248	7.338991076534059	7.791099180601241	8.38667388565698	7.91296642556757	7.7278889939410496	8.32684364294487	7.7084058313588795	8.25299870380935	7.82194025375262	7.7242599710253	7.8950119866924595	7.7615937348110196	8.00896505921157	7.77736680038411
CYP4F12	9.44207963918977	9.103234813315211	9.81575012924326	9.66160947783349	9.26764110777956	8.98075992881393	8.08358920731156	9.36290256004824	9.84095959261509	10.176998058728401	10.040342402409301	9.54162213119096	10.1149059631321	9.76225945508878	9.65904079399617	9.9228595662764	9.82847335938524	9.83244252422625	9.230460864950349	9.59414403924809	9.41292034419116	9.960989561931749	9.93605342165042
ZNF702P	7.024656951302849	7.47149946311171	7.53613229292174	7.18972096768075	7.34814311572061	7.24711234082537	7.70746097999454	7.612726564493981	7.5310659749045	8.30912284229005	7.75330939297042	7.768164126904969	8.12721459600484	7.48466016760911	8.00818666602602	7.44057114038522	7.944101576007321	8.03430345409079	7.28940317799041	6.98764333272112	7.30981867646776	8.186251191239249	8.14129703628287
SLC16A5	6.01945482508769	8.606927460753031	8.32650437498381	8.78842920035598	8.70607628556937	9.42849985190586	7.3934942848453	7.841876898321759	8.61018577934241	8.56486026812132	8.38224326045786	7.92359298819222	8.49336074213977	8.055789985037201	7.82582514715305	7.7550833681146205	8.483826355645819	8.57954141036607	8.13884096229241	7.95485452943828	7.81203449249918	8.826309323287589	7.702895763699599
SLC16A5	9.092536019069689	9.21160331345114	8.73128888347558	9.112083264393858	9.241866223517642	9.04193799462828	7.8100787143503405	8.75889496104317	9.18936551367482	9.2763972094006	9.160033429088768	8.509900618214099	9.03270157554064	7.5204959136719	8.399168252015482	8.54725346497985	8.907746587134369	9.264652486530661	8.54451347666193	8.6972336841311	8.82927125944136	10.1961713535119	8.45352422557311
PDE6A	5.94478024305913	3.7235632575951803	5.982149402487121	4.0662728101648	3.0011556767349905	3.95338137641351	5.43316096975216	3.15398590480947	3.2289136359412	3.9686555510726804	3.61380696452428	4.71980294333033	6.192672077502019	5.96144483234854	4.68727881226841	6.88362867240344	4.359813924605009	4.35457973781544	4.8557972421055	4.20150220924046	2.8603202434374397	4.1822924821292	3.38908808247131
GPT	9.90791332321052	8.99475256404628	9.80488116633041	9.43907578402357	9.17478186259847	9.717821780119491	8.50720099175131	9.062413137487509	9.217501157409279	9.94254967353452	9.448031965697881	9.27850007943373	9.76463857998767	9.53145892336201	9.642011466634859	9.71179613587392	10.0873033947475	9.30420800341465	9.419680817662769	9.76143608649128	9.965852613409188	9.78053816484111	9.67572320568551
GRTP1	6.6998315633787	4.52549431180958	4.0465163796016	3.06837364334781	3.0106559692957098	4.659022706316629	3.42500402666357	3.71495784077514	5.04035092397524	4.127463084494241	4.6383940335928	3.71936801038665	5.8243501798178805	4.29642965449741	5.095902231009441	4.499045599094299	3.82705216050372	3.18844871822822	3.70667973197977	3.3088342491942697	4.26263152207888	4.531448899084481	3.7006885060948096
SLC35A3	11.8109961587914	11.889710973396099	12.568258841858098	11.896003615153502	11.597998756908801	11.289405566022301	10.256629535481599	12.0817904401581	11.5622102766672	13.168137415154199	12.3938288987773	12.1231207975743	12.6441340869368	12.2998195224835	11.6600884074101	12.081889401758499	12.8184740304132	11.614224673358299	11.775609677921901	12.5270839261235	12.1642035416257	12.6785827320294	12.4941626935578
AQP8	7.933467890360889	4.870943358522281	9.76426084494839	4.77745290895606	5.15465943424453	10.966780812388501	4.57276127497238	6.034133821754611	7.84278786941359	8.26699151061548	5.787095207672	5.33567314880235	4.53390703746471	8.88947861982064	5.78742047509452	5.63073972001876	6.15314703734959	4.60357246358529	4.4255334920807	5.54675484345593	4.15647614385977	7.79170890553739	5.21772669311394
CNNM2	8.11409815530286	8.41546068786302	8.61002206366472	7.329268325079111	7.89834748701125	8.00112553359708	8.40728786409748	8.51616710513766	7.2929783122368494	8.59566872614035	8.02117349421566	8.357731864049459	8.733645538336178	8.670249950230481	8.44181288379027	8.44439832942799	8.69775036695356	8.033077462230821	8.24122601149527	8.09891718386703	8.4082044257425	8.43160586604909	8.51630322768643
AGFG2	5.17400250166385	3.76114950894486	3.25946156940101	4.0699010475745805	4.44424146998669	4.25382026139415	3.8372778345402403	3.41004512637298	3.34418595704683	4.24094981483402	4.98033049212532	3.8572356755240698	3.67661483655019	3.34282963347448	4.74196027679563	3.2427047789411603	5.5705955362939905	4.0548795527635	4.67652152772005	5.60920388995305	4.33587087523829	3.7513926987155894	5.023445081727191
AGFG2	7.915943274175099	7.70828836324623	8.05875741466093	7.9835189393522	7.81282910235409	8.44260287597023	7.93773964303558	7.8109306765346505	8.074300412758651	8.37482206340461	8.436324198347629	8.360053096019401	8.02650284350929	7.4717282964651295	7.81106683434146	8.093757332209659	8.547821213307019	8.27862952598966	8.593032019787769	8.511370830564111	7.6757883371079805	7.23509611611914	8.16638101986217
ARSD	7.79862802817196	7.29517238697056	9.00454332697257	6.728354327485371	6.95841659979513	7.4944756067659295	7.265980814134389	8.05583383554804	7.35560139441487	7.94331447489891	3.91186047754462	7.347887605937309	8.28807836216854	8.44530538408599	9.35870766816826	8.40619786953598	8.506063223710509	7.07208139797088	8.14936415506462	8.22034274964706	6.80712306748742	6.608411855546151	9.497534413115519
PPARA	7.44576406616526	6.299451469808281	7.637509438937191	7.128543796753731	7.52097661308314	7.0272771540456604	7.230269552374099	7.227230476965969	7.83411936245216	7.8069300115631295	8.19711693479517	7.5782737506031	8.215724500251941	8.053015716721571	7.36734662734786	7.403535577851111	7.372769564902099	7.15570564521074	7.66166470817255	7.728330142194519	6.745394072807679	8.079088727012861	7.67078027661661
C19orf57	4.91869659041144	6.6191749873678205	5.883264716964719	6.21580166302941	4.4564751323142895	5.63966936327501	5.19874342132033	7.08938937682057	4.47349938280019	6.77380072279547	6.76603618137904	6.687180128575999	4.98018231506121	7.02286049802982	7.598862944233849	7.571692242417869	6.84284376759509	6.37967133005718	7.56929658479305	6.19632071514974	5.412577467771361	3.87531986037276	7.14955348057992
SCN9A	3.53629589926663	4.10967330446322	3.5356658080583503	5.839206585284621	4.12453137193137	3.4288723997303396	3.51687533704014	6.618842173273831	4.7068885572864	4.70983121418019	5.8999093859481	6.966718248510049	7.841992032796759	4.4797851780744296	4.592887419445731	4.429069042305491	5.50488637669748	5.588077070835809	3.5163167698891002	6.39075267592408	6.54784768146824	5.4015721050589205	6.6046071776375
GUCA2A	11.354508478941	8.69995702816674	11.8813967738514	10.273536531786501	8.63513288588668	12.8922359576535	6.964570640920191	11.5985312135176	8.93399962413072	13.9582328493456	12.1335494195153	10.834825059395799	11.6443553759743	12.859771255234802	9.33169152727417	9.59764988925692	13.2112181478813	9.204872440429149	8.919983138657688	12.04251822671	9.541918188881679	13.674325584357	12.8113300037934
CC2D1A	5.4918817255272	6.30071785342919	3.6290137133822697	5.55296112629502	3.8264416095004	3.32724040435179	3.48737701114828	5.5851192350120105	6.55637086034017	6.82947345389687	7.0767055205632605	5.174043941412	6.983966991250201	6.906918571598601	7.52120335540717	7.40973314524418	5.16526141411719	2.9291043235378504	3.37791763777457	5.9131250808745	3.01757561963118	5.27492309898499	3.20341574320235
SLC25A11	10.2354593235098	9.50011173095909	10.1522125700955	9.712053061763589	9.764931305467051	10.410199392124401	9.72282712266444	9.76335857795875	10.104777412616901	9.934107641237699	9.85091036860011	10.237908833975698	10.5414359128135	10.1536393887445	10.1922395287168	10.455123249499	10.303594872797099	9.687376323857439	9.9826247749924	10.1915416665973	9.99631107577105	9.73798997161898	10.0793324287861
PIK3R2	6.25868133182568	6.689330152983089	7.6765952402219995	7.444812067764389	6.62387423446426	6.508433137176651	6.64134719686632	7.51994129359325	7.47361769180691	7.3748477922160305	7.34376531585438	7.18501755290917	7.22684255750062	7.46437922533167	7.34884348556633	7.643990794155981	7.74420284160837	7.333730935662709	7.97244618595034	7.3955937527729905	6.8821390695353	7.27168856560568	8.12604383052278
SULT1A2	11.255118495794001	10.5378062236573	11.2417177235971	10.648649971831802	10.641490962430401	11.0802666513039	10.184011176292	10.8913606984548	11.1120969498523	11.118502631154199	10.7630631007527	10.700838662658802	11.3532243765445	10.901329483498499	10.898337152012902	10.997662841840999	11.5022052689436	10.874821920274998	10.4418741662682	11.4619909505856	10.7689656022349	11.2048297645001	10.990966940223698
ALPI	3.7836911125410597	2.94275920319873	3.56166119875375	3.8284418905624698	3.5026608102116	3.90571104697286	3.32024377549052	3.1250706340437597	3.72119315910948	4.43444762093467	4.862646432097559	3.97080249664503	3.12386596840824	3.50225841423335	4.03201935857876	3.4484561837376497	4.25285152337807	3.09112551875095	3.57654209123447	4.14949147567846	4.32185913241619	3.8693738767799	4.62301261263869
GNG5	13.3197528709456	13.2377888051883	13.673298290647098	13.4708022125191	13.3170482024496	13.6340744116897	13.0547720559301	13.3226418522805	13.2056122068382	13.770049039220002	13.408193278080699	13.4426589332416	13.5318647311432	13.562873464079098	13.3122175430733	13.1427024363359	13.681996601581499	13.0132066251603	13.4371315540256	13.7377381392697	13.8371991416815	13.451439534203	13.1823444900163
HTATIP2	11.0219936993651	10.6642813641887	11.8605466388815	11.1269777486305	10.6608249398966	10.7304031747104	9.5856768542458	10.327601844195401	10.0424714695566	11.9942292048591	10.939857161964099	11.195150794863	10.8544852072619	11.2676129641082	10.7152317125625	10.1243299148455	11.4595386814901	9.80694082686957	10.6665770470065	11.0280252537398	11.0877044870173	10.848804005288802	10.7358132973811
CASP7	12.1021806109795	11.188869055514902	12.605000956803401	11.9559200773633	11.3396253635672	11.3276226754019	10.649357497683999	11.459262377918598	11.695288728536301	12.4854134125397	12.2094722557935	12.3227019467328	11.9733816294064	12.291811469093199	11.258603843192802	11.9472039538046	12.3912632590384	11.336559541896401	11.5332200453475	12.4089027951366	12.217211513184399	11.807891506424198	12.247678967941802
MEP1B	8.04319720802058	7.12351094858618	7.0387698189816295	7.19457953482796	6.8754373945887695	4.95773875365641	6.99623890990568	7.3703346138412	7.8859106327180895	8.30168136478204	7.39882483110021	7.000853124365469	6.067930272187249	7.19325582855687	6.7979118133524095	7.035615321711051	7.3948868146168305	6.69577139439517	6.91965696616463	7.6214156264510295	7.09716557393025	7.09268375713654	7.89599428013678
PRRG4	9.379728957851679	9.537273981090491	10.2061691305953	9.2161401482999	9.76924473605872	9.04145980230632	8.73928463565279	10.144343792808199	8.78037325822499	10.2202739564826	9.638015463703839	9.56475923233436	9.10923637916217	9.52024171372786	9.22647260889452	9.351442611943789	9.70099196695372	10.0129779097815	9.76360526757791	9.746322718850278	9.40141287871418	9.35477922873738	9.757115491141269
ENTPD2	3.5221798196179996	3.7742737641238397	3.3623719757399497	3.8017745160803904	3.8498510804727597	4.08911047615814	3.1946936698892796	3.58327115198951	4.286874865547101	4.62277096647101	3.9931938362103	3.90351372178971	4.06041207647959	3.1204693951157405	4.12496331040469	3.7484537189478	4.2171315857041405	4.07515068571562	3.9824493308200895	3.9502615134864403	4.13135571060131	3.31013780916933	3.5240318217624504
GLRA2	5.72583635160739	4.205485415555009	4.8243943025453895	4.31638305769589	5.64750496611086	6.774011142188099	8.14105000966395	4.25117826460236	6.88533601448863	4.45102946921428	5.536600460765849	4.75614663904021	5.40070824907913	4.78979251785132	5.86860837195539	5.46188146321442	4.27966005199304	5.07683273830341	7.09553497687703	7.78337576897218	3.23308214636927	4.36521659887015	5.006276926463309
CAST	12.782327694889	12.41461711257	13.186024140887401	12.5288427648478	12.191007691257	11.929092674888802	11.636854917278399	12.296262295084	12.277853084040402	12.8493717876008	12.979563355527	12.5351119551744	12.0739512904995	12.689441176484001	12.4933765012963	12.4081232921541	12.555416355795	12.1440546434271	12.3748462010197	12.7517229162451	12.8646515713018	12.474600389500198	12.772879747869
GUCA2B	8.474452973565379	8.09190375376469	10.859210586166402	8.57198601135736	7.39975786418866	10.575424989560801	4.56018729620384	9.19342369065517	6.89376654074306	11.515545733667901	9.12508549325294	8.09057298146236	8.848519410045151	11.295297128713301	8.747150760266171	8.71949744853738	11.6299497581974	6.47437114323017	7.27545560301029	11.340266845347099	7.97673026076729	12.087477247244198	11.431516732637801
CA7	7.41344470781232	7.14515179460488	10.0092402108535	7.54657681599424	6.27101911378601	8.530271183701311	8.18700902734226	9.06031744206141	6.72748479015891	8.34401315637221	8.86823336126315	9.263210305752981	10.9763332823334	10.1580385645641	6.102312300772639	8.57193360033207	9.354168119224731	7.19306974682639	6.1937629531788	9.4791985386032	8.68507127472563	10.2775683541969	10.4788619297961
ATP5G3	14.0451488947205	13.0733343646645	13.9237475673968	13.4682119836672	12.857205465225801	13.721980410036302	12.911827717062199	13.4825232723571	13.6543484553984	13.6988629660886	13.6156451270069	14.036872349201401	14.2390867135576	13.713943058868502	13.758787938660399	13.6063999032186	13.8518298521292	13.1597483315361	13.8462321070685	13.9112935969563	13.831886203987501	13.1820893867187	13.6169416168704
ATP5G3	14.011272476983098	12.824300458380801	13.803209792667301	13.362046144170801	12.724185118239	13.891300431444499	12.686874071835199	13.370531506413199	13.522571594916	13.6241558971051	13.5434538568098	13.877547759844802	14.1276193891154	13.744075317347901	13.594863769925098	13.422652536767002	13.8994496773014	12.964305169313299	13.760844996057902	13.7294174455969	13.805243395846901	13.0589567021735	13.5038767990078
CNPPD1	7.33848872132133	6.3792497231943	8.87219192825954	7.92461862323779	7.36524207079646	7.2444150814023605	7.47818958599007	7.600651588028001	8.13326891734164	8.740928062753	8.44276193286136	7.71763187360059	8.185626642635269	8.07223844706054	8.73250035210168	9.11768431435147	8.2340623724188	6.950227493825119	8.21595358899324	5.8286468889180005	7.2024884048477995	8.718856421300849	8.14894029025105
LAMC2	7.80526121234942	9.09631832847886	7.92222642127873	8.31650624426576	8.19570591430876	7.31372048242085	7.591971627024651	8.03585003885409	7.51690155198573	8.42145633793856	9.13539037293543	7.879508092738991	7.65971537243057	8.51724670908056	7.881862841690481	8.192540852845381	7.7977188110565905	8.69179089880114	7.53541480966372	7.81575638198683	8.13986622459765	9.19366807552949	7.4399763052977095
GIPC1	11.1473451540643	11.268055491452401	11.7616086498997	11.5902851638663	10.7116948025994	11.480677924967301	9.85103203432276	11.267385934410902	11.093872236153901	12.1223829912694	11.6426903093071	11.337009060712301	11.6485257823561	11.639054818671902	11.3990533518952	11.686694470400601	12.1038430892891	11.384513170843599	11.431258860262599	11.0780206336677	11.490047326014599	12.1722045303349	12.377807725091698
CDKN2B	6.366463224236929	6.527330007886749	7.0808874466686795	7.28164567792708	5.454485822132701	6.21698958760136	5.35748475938695	5.84791843283111	5.72171554591586	8.8877314675725	7.1169062895431106	5.929923782976981	6.67593775925383	6.524930471415041	3.3705812623901004	3.41394767265662	6.96039087425218	4.61175730852735	5.683334977428941	7.275526503032499	5.28599012675957	7.25007544388425	6.44761726349257
DGKQ	5.1429057164476	3.35603433595007	5.09004715013479	6.10636117672194	4.18336820385105	3.94673039234029	5.679483533819309	4.857773281837651	4.50973346044443	6.544216061321539	6.4431918335959	5.900589904688539	4.72839026111255	4.11359549327829	5.08978972814137	6.13681061784659	6.98246506375498	6.93631578751024	4.2788094505115195	5.6901367708686506	5.2871716900237695	5.543900301015741	2.9830209457239802
SULT1B1	10.0747729037815	10.0149131790408	10.8173556130763	10.0783785433942	9.46878435947822	10.373176340752	8.58353720693221	9.953131177812221	9.633419995566902	10.983220916680699	10.337204021831699	10.6287961608254	10.389909885327901	10.885679711335499	10.039763301621198	10.1495106848319	10.996671911682	9.42634282378028	10.0186946296209	10.5357005181992	10.242117807257301	9.925740769150599	10.460400774886098
CASK	8.44595825446776	8.48076160940343	8.899938153010119	9.59925352679427	8.69416528981502	7.971221641854499	8.21199193617583	8.8916859125156	8.75840958356128	9.50231539585676	8.55603845757681	9.051078303791462	9.357930216043009	8.905750199520618	9.2977970484386	8.82320531153027	8.880500992592868	8.972814356163699	8.879476308559589	8.47461808845819	8.38562058986432	8.98800617373739	9.168929298528811
FOXD2	6.552818699730481	6.974632440385151	7.643133189571429	6.9547408715151295	6.5051571085761	6.689749135718089	6.487225724868031	7.54638805449565	7.2493252916517195	8.12908314861789	7.8482896863303395	7.61658473979043	7.603145695421821	7.161697016419669	7.7234500344509005	8.0198843855915	8.18438414805945	7.1008249628277005	8.1118814785967	7.735672118537179	7.52034028131797	8.34678598901634	8.027305340063549
ACOX1	3.3970352822159	3.5775813377664	3.07225280721749	3.3760709892032303	2.61683828001695	6.398977958042329	3.1221178950808706	2.59850289322696	2.98891368223525	3.6742056037424904	3.31506969317281	2.89219088059767	3.89826408532512	2.7092650464100703	3.3810643209847004	3.6223011424837797	2.93642178942846	3.9815524867112404	3.98941788933961	2.85461908396104	3.34837860795197	2.9807079046697496	3.14404947042851
HINT1	13.7063457208655	13.097010249645699	13.679264563240302	13.375651178687901	12.9820700056321	13.896567537037802	12.8841951183758	13.2702679471313	12.8403731206425	13.8796128814146	13.6237818247313	13.949369891075301	13.8682333597195	13.552407722236198	13.760185122990599	13.622176521138801	13.7247680044804	13.134873577158501	13.6661163815075	13.927937157992101	14.0188701590677	13.0914255396649	13.4448681639849
BTBD2	8.92595875913537	8.25869383334425	8.55898758868806	8.28369231518877	8.32702832845273	8.749985498518749	8.45392480653047	9.15888638396709	8.75752023109511	7.20756906767349	8.05203779690449	9.09699497329767	9.038503765247869	8.072863198796151	9.55305995728809	9.655745794797731	8.818556141633099	8.796026931233389	8.572847072675309	8.46506027902137	8.37155519488621	9.02559767951119	9.22074334503433
DLG3	8.97249991614037	8.78604752701297	9.50301409312584	8.98698654731877	7.95426616887592	8.555238463019391	8.253683771757421	8.994993593987688	8.84936109534106	9.36944146136444	9.410193568374199	8.91847084836685	9.23354536886196	9.14569959214197	9.23725869362059	9.01334789210064	9.35121087310186	8.576219407003888	9.003594085520131	8.91214953789477	8.755972291438098	9.18608143488402	9.399556830696
DOK4	9.18215714590083	9.01084955819273	9.38397027888925	9.48308077269032	8.934698705223552	8.98626973082267	7.8220154545636795	9.41326184631112	8.727664989859571	9.98508736670593	9.19341662327496	9.234311079627231	9.219956960517429	9.122831312355501	9.34771192224345	9.42738037157867	9.42353092211357	8.43517185444579	9.35659046009747	9.24754294599858	9.16147175953792	9.58865837125217	9.391143531887721
PPP2R3A	7.83430968666031	7.961182766782559	8.45299011060166	8.26548142165543	6.99852905396456	7.132492357405879	8.13373205258929	8.05770291123746	7.909118685619201	7.985489847997759	7.2121383335299	8.14489407615627	8.64276036782167	7.997433626973259	7.71447591140656	8.03078599507779	8.23978730112203	6.199659625509731	7.935898983931919	8.34128521115683	7.518585564761679	8.2543278496313	8.74063835163615
METTL7A	11.417490078712099	11.234157122535802	11.749797426991	11.781781115657301	11.2675809623401	11.715353328907499	12.0029979802011	12.124315714491699	11.5596628764551	12.220735523123	11.560635222452	12.172088220076	11.9170919512498	11.983675405574902	12.1703451893591	11.8443873133715	12.110628428111902	11.306704779523402	11.8938233784275	11.993366795791301	11.444469230631302	11.6571184442398	12.014105968042701
CDKL1	4.14178647272228	3.63957403914783	3.44642828417581	3.3871741950725403	2.9777836338238597	5.17018117729105	3.4172741060354	3.00524367233985	2.9764327441194904	3.69632238956054	3.61200717792013	3.5289996881888395	4.6243152353405	3.88124623582418	3.85239003017745	3.0013333355794303	4.13346431238705	3.8655046481989404	4.11090206516871	3.46810325106952	3.17383485234742	3.11238137034337	3.2053394901572596
SLC5A2	8.820776133703038	8.49696077846057	9.20108936647552	8.80242673107045	8.865718924237461	8.74213619447583	8.66019038457055	8.67428398319906	7.851617906343519	9.13327644488253	8.76913222131632	8.65986831973528	8.46345377757388	8.56320430475421	9.289423859149279	9.345739695851039	8.22732376988993	8.622752066945079	9.83177731001347	8.54212253532975	7.8174818971677995	7.95186193980178	8.26107238304412
ARSD	5.7746612036730705	5.0565480674575	5.07652792704111	5.54621056837802	3.91674480792275	6.48471498106702	6.69490396365003	5.26645487007645	5.516240455927111	4.682428739702849	5.62246019813815	4.33506150781224	4.3666426143492405	3.92572490072572	5.873564543301559	5.21233844247917	4.77009995734082	5.60239021587664	6.525595835116429	5.79573261480539	5.27560888943529	4.854552563627361	5.9654962247263095
CYP2R1	7.43038287408507	6.27540742178429	6.416256467233549	4.78915722362911	6.7479320404347405	6.47368803946526	7.199732544202019	6.84702110438481	6.64340076006155	6.393397270809981	6.88749897543525	7.23722411272313	7.129395594290509	6.67541934719533	5.027368440019361	7.200649454484429	6.343803656301709	5.08439351215105	6.0801910141676405	6.2993375711649	6.230159581196361	6.9641643023087	6.92746222912701
LRRC1	8.17784180460267	8.55795058214046	7.987028545027231	8.25197829530163	7.646253586139309	7.91993496421013	7.624305963891669	8.5095911509136	8.15545088816806	8.51011172448644	9.12723648660762	7.6278668076693705	7.2215182375777305	7.44855305058907	7.912695768644331	7.98583160192019	7.88862351241588	8.65513586619154	8.09284325614596	8.01963195715768	8.27689738031996	9.06854213219832	8.35772528475785
AKAP5	3.60009868503362	5.493044526813611	4.9290576307044205	5.67293296815627	6.000878559138269	6.00275012943061	6.36688725531768	3.49139674781036	6.88443670766157	7.00919322147896	5.26542661891076	5.0629129302491505	6.3091257534017	5.89810009793912	5.757824669320249	6.5615671765427805	6.572771808151269	3.53903495119768	5.82191719223529	4.270860499885121	6.41207554964442	6.336926547199769	6.844489703278611
BNIP1	8.4490715468482	7.50500017795719	8.53383634665782	7.18650858007786	8.35093688825601	8.14284014311437	7.43879959405076	8.210605652793339	7.65482348794626	7.9462389723618605	7.34152995113448	8.84910544279098	8.7442914470027	8.03765955390628	8.60853751814477	7.92920151058196	8.51091311280627	8.19751382819473	8.524652660188861	8.25771283207704	8.36989256366622	8.269672461773501	8.518197140839769
