Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
SLC25A1	8.585901	7.643357300000001	7.8035746	7.98157	8.861466	9.031061	9.095906	9.287773	7.8632	7.427245599999999	7.4957210000000005	9.380552999999999	8.787196	8.952565	8.214222	7.83197	7.4787455000000005	8.245003	8.498853	7.893186999999999	8.291808999999999	7.9727144	7.7153864	7.505026299999999	7.886067	7.869402	7.76743	8.51641	7.850780499999999	7.539757000000001	8.143161	8.152474	8.220958	7.767947	8.2092	8.484408	7.9692817	8.158508	7.8569765	7.9112735	8.902575500000001	8.561319000000001	8.550379	8.589133	7.469803999999999	7.435231699999999	7.556333500000001
SH3BP1	2.8172998	3.0415667999999996	1.322079	2.1211116000000003	1.7588106	2.4712694	2.6576883999999996	1.7016833999999998	2.0838232	1.8372117	2.3712876	1.8479066000000002	2.3702028	2.6789080000000003	3.7848372	2.0264146	2.3575322999999995	2.426119	2.412931	2.1033607000000005	1.7652373	2.0298054	1.3869117	1.0878375	1.6315870000000001	2.7967155	3.1080549	2.2985542000000003	2.6286504	2.6410909	3.0272782000000005	3.4669223	2.2343612	2.4833217	2.3889496	1.8977493000000003	1.9572634999999998	2.2528599999999996	3.3576026	2.9047607999999996	2.7532372000000005	3.59663	3.4976428	2.4530904	1.9905475	2.4637097999999997	2.2200729999999997
ANKRD54	5.749164	5.015545400000001	5.4880857	5.4302163	4.4371595	4.792008	5.3106556	4.161567	5.333933999999999	5.368533599999999	4.7028885	5.27414	4.812801	4.7370176	4.976500499999999	4.841228500000001	4.8328667	5.4113364	4.7979684	5.029103	5.2641263	5.3133903	5.158919999999999	4.748874	5.217221299999999	4.502698400000001	5.2637124	4.6157618	4.8404894	5.0384665	5.242751999999999	5.444599	5.2500305	5.2595987	5.672582	5.098496400000001	5.219034	5.3007073	5.6003055999999996	5.2391934000000004	4.06964	4.6987324	4.552275	5.367472599999999	5.051892	5.249215599999999	5.2087449999999995
POLR2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5148693	0.0	0.0	0.0	0.7445606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63246167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.553818	0.4925178	0.85683244	0.5376772	0.0
PICK1	5.110247599999999	5.1192718	4.8457327	4.431647	4.5877953	4.3446574	4.823222599999999	3.7431288	4.6998196	4.4030385	4.814098	4.529701	3.9239545	4.842678	3.9772642	4.411956	4.5660305	5.055786599999999	4.6063222999999995	4.0726237	4.466876999999999	5.375942	4.9673843	4.836733000000001	4.794745400000001	5.038582	4.8085985	5.044850299999999	4.5525025999999995	4.7416644	4.6870246	4.550619	4.538119999999999	4.973653	5.176857	4.82085	4.9087366999999995	4.1957283	4.947359	4.6107163	4.43139	4.9263897000000005	4.119256	5.294563	4.693344000000001	4.44461	4.830041400000001
PACSIN2	6.743114500000001	6.24317	6.269375	6.3970957	5.6743474	5.9226084000000006	5.8741508	6.026908000000001	6.637596	6.3660474	6.4357543	5.846621	5.891952	5.9334846	5.620081	7.115941	6.1240973	7.0228839999999995	6.901109	6.6425967	6.5035680000000005	6.5937779999999995	6.3317723	7.088165299999999	7.0518417	7.586494	6.370955	6.676062599999999	5.942174400000001	6.5339613	6.2550945	7.0373554	7.050358	5.963839	6.590205999999999	5.9172797	6.8179913	6.5139713	6.5469503	6.403186	6.453069	6.03045	5.6068115	7.1309223	7.092192999999999	5.624240400000001	6.0366206
MCAT	4.415805000000001	4.650353	4.8267913	4.463293599999999	3.0272547999999997	4.731585	4.263518	3.8596532	4.1796684	4.6448035	3.8644922	4.1084065	3.8424199999999997	3.6418796	3.6780565000000003	4.186968299999999	4.72449	4.8794107	4.705325	4.508479599999999	3.8516065999999998	4.252513400000001	4.4325304	4.5203133	4.874317	3.9089690000000004	4.6583505	4.761868499999999	4.7963095000000004	4.0248156	4.300641000000001	4.4001637	4.354318	3.8851357	4.1315284	3.9237986000000005	3.7615745	4.6925035	4.488258999999999	4.5675015	3.7991016	4.9263897000000005	3.6666584	4.820800299999999	4.215128400000001	4.741095	4.8606467
TTLL12	6.897471400000001	6.806311	6.1525326	6.3385735	5.7824516	5.8102355	5.910995	5.489596	6.247291000000001	6.495117	6.4530416	5.7453833	5.922030400000001	6.026116	5.7835274000000005	6.96793	6.633878999999999	6.6976595	7.1321936	6.3824472000000005	6.7291355	6.841079	6.848925599999999	6.472375	6.6980557	7.0660133	6.664972	6.833098	6.6366963000000005	6.898356	6.994894	6.756870299999999	6.505564	5.8535953	6.4150043	5.497174299999999	6.289647	6.8888354000000005	7.004531399999999	6.3403883	6.404999299999999	6.461314700000001	5.5928907	7.1434326	6.957459	6.5826015	6.472814
SAMM50	6.4208503	6.020124	5.592703299999999	5.915234	5.9770265	5.555243	6.220801	6.191596	5.475703	6.0762606	5.8152137	6.127097	5.6736035000000005	5.9334846	6.1460004	5.9933977	5.78951	6.336888	6.0975814	5.817396	6.1014029999999995	5.8314585999999995	6.0534349999999995	6.3181114	6.166426	5.428439599999999	5.7270900000000005	6.147721	5.942174400000001	5.7616396	6.2757316	5.5673666	5.7496410000000004	5.7801538	6.139536	6.029917	5.8017197	5.6427445	6.075413	6.0498449999999995	6.4919400000000005	6.405749	6.1725426	6.3994117	5.981421	5.9949656	6.282488
TXN2	7.6755815	7.222011599999999	7.0267729999999995	7.2041364	7.6530023	7.3581076	7.924776	7.5370617	7.521903999999999	7.2797613	6.979806	7.6662774	7.3432693	7.313414	7.560826	7.226675	7.0098042000000005	7.5206865999999994	7.573338000000001	7.2728114	7.203174000000001	7.479953299999999	7.2171259999999995	7.334417299999999	7.263678	7.4175070000000005	7.696913	7.6266985	7.3450303	7.034279300000001	7.2560425	7.517206	7.8616853	7.225550999999999	7.731076	7.289096000000001	7.154667	7.407088000000001	7.687829499999999	7.3249854999999995	7.5590425	7.836035300000001	7.4088435	7.8150682	7.2336674	7.2677584	7.620334599999999
ACO2	7.997650599999999	6.9255743	6.9674754	6.807847	8.324098	8.236297	8.512261	8.546272	7.392789	7.544565700000001	7.0833454	8.6085	8.382741000000001	8.426833	7.9183497	8.117134	7.2039356	7.579610000000001	8.122571	7.096348299999999	7.529714	7.6382537	7.2821964999999995	7.625042999999999	7.720097999999999	8.039806	7.3803267	7.7412467000000005	7.298275500000001	7.359767	7.5593452	7.171152	7.998625	7.459954	7.6297625999999985	8.058225	7.771352	7.307701600000001	7.8803353000000005	7.425219	8.60038	7.558778299999999	8.406584	8.074424	7.812831399999999	7.3419247	7.574911
CDKL1	2.9256718	2.206932	2.129477	1.5432246	0.8437667999999999	2.3153200000000003	0.8144286000000001	1.7016833999999998	2.2332892	2.00074	1.6262119	1.2015631000000002	2.2488763	1.5975988	1.9818401	3.4378292999999998	2.3575322999999995	2.9187083	2.412931	2.1033607000000005	1.7652373	2.5473256	2.2123082000000003	2.7285213	1.8572528000000001	2.2702534	2.366689	3.2467978	2.9841572999999997	1.4573371000000002	2.700901	3.127031	3.7052057	0.0	2.702455	0.62785226	1.6132781999999999	2.0046866000000003	1.9794022	3.0373697	1.9527591	3.7826245000000003	1.928955	2.9850025000000002	1.6612115	3.3266337	1.7821764
VTI1B	5.5090103	4.844474	4.5316220000000005	4.916256400000001	5.168647	5.156155	5.5859632	4.8659205000000005	5.445380999999999	5.4272285	5.2296934	5.498128400000001	5.3140545	4.582903400000001	5.224307	5.3122034000000005	5.087439	5.007555	5.222442	5.1678866999999995	5.227639	5.0319233	4.7680106	5.2101417	5.237426	5.6399045	4.8085985	5.100850599999999	4.7963095000000004	5.0762897	4.7766294	5.712782	5.1022334	4.7762647000000005	5.2266903	5.3115635	5.5203050000000005	5.028421400000001	4.6897345	4.7330966	5.364432	5.805610700000001	5.2644324000000005	5.3956356	5.3955283	4.880338	4.9487514
GSTZ1	5.3624529999999995	4.7826242	4.508035	4.772082	4.3832374000000005	4.079685	4.570344400000001	4.623775	4.936232	4.000925	3.8644922	4.052994	4.8959790000000005	5.2278585	5.224307	5.015867	4.8328667	5.0793114	5.255491	4.466065	4.8495927000000005	4.7543254	5.0921755	4.5893927	4.8998947	4.135125	5.008168700000001	5.281324	4.924987000000001	4.854801999999999	4.4166837	4.318611	5.3840832999999995	4.6826360000000005	5.809694	4.928095	4.4732970000000005	5.7874913	4.82429	5.197282	4.6670237	4.8170470000000005	4.266835700000001	5.9831166	4.8091702000000005	4.531696	5.2087449999999995
C14orf93	3.1206815	1.1411984	3.0225883	3.0319588	3.7777543	3.8143227	2.0123564999999997	2.1306689	2.9893825	1.8372117	1.0310470999999999	2.0873673	1.4157886999999998	1.2332302	0.9879188	2.5651727	2.1497283	1.4007684	3.6142898	2.1033607000000005	2.1240034	3.0855088	2.6437047000000002	2.8460994	2.9672136	2.7056837000000002	1.9152175	2.9131749	3.5070263999999995	1.2075855	2.4334035	2.4961588	3.7052057	1.9522951000000002	3.4816375	2.9151678	3.8466442	2.9596372000000004	3.525038	2.9047607999999996	2.6470290000000003	4.1412826	2.8244727000000003	2.6529853	3.5950806000000006	2.4637097999999997	2.397538
PCK2	7.953530000000001	6.6932015	6.783247500000001	6.4922059999999995	9.540839	9.446193	9.842585	9.815374	6.610523	6.8625083	6.6153889999999995	9.667873	9.918324	9.817094	8.861483999999999	8.048441	6.323030999999999	7.746861	8.582626	6.470905	6.97457	7.2106895	6.699994	6.6924443	7.0113473	7.960814	6.787673	7.5929246	6.745260000000001	6.554206	7.755764	7.662006	7.901356	8.203972	7.452627000000001	9.054036	7.9501862999999995	7.1559479999999995	7.6308193	7.3249854999999995	9.744089	7.749405	9.734305	8.102461	8.025352499999999	6.83173	7.032327
GSS	7.679456699999999	7.174639	7.355600999999999	7.254748299999999	6.301652	6.7294225999999995	6.450891	6.123304	7.013277	7.097506500000001	6.690189	6.65021	6.0636797	6.221598	6.223985	7.671563000000001	7.5386496	7.327936599999999	7.579876	6.926872	7.3461833	7.508154400000001	7.103109	7.3887205	7.3998795	7.4599056	7.280981	7.7717557	7.121560000000001	7.1362820000000005	7.096992500000001	7.8478894	7.855927499999999	6.8696713	7.6990705	7.14647	7.363935499999999	7.4940505	7.7082777	7.2855267999999995	7.136775	7.707891	6.680162400000001	7.947002400000001	6.963721799999999	7.377625999999999	7.419129400000001
PYGB	8.440493	7.853481299999999	8.251733	7.792078	6.8410473	6.650028	6.347165599999999	6.3983793	8.566327000000001	8.705382	7.931547599999999	6.5335956	6.363131	6.113156	6.0205	9.150875	8.412016	9.1841545	9.085935000000001	8.211496	7.988037599999999	8.364628999999999	7.7671137	9.806149000000001	9.236684	9.343894	7.6125913	8.493058	7.382867	8.471689999999999	8.157131	8.623492	8.881432	5.55208	7.909492999999999	6.944142	10.051216	7.963322	8.001272	7.962214	6.744594599999999	8.546408999999999	5.8130093	9.012735000000001	9.096405	8.419685000000001	7.8888435
SGK2	6.943313000000001	5.0683403	3.1499702999999997	4.332315	4.5393099999999995	4.3446574	5.254423	4.249629	5.7105565	4.808306	3.515393	5.199550599999999	4.9160449999999996	4.6230025	4.369218	6.293933	5.2784257000000006	5.5011644	6.8150535	4.7397029999999996	4.8253794	3.5325654	3.8805928	5.119628400000001	5.40756	6.251849	5.2895017	5.680946	4.383622	4.959708999999999	5.324262	6.730835400000001	6.549031299999999	4.714525	5.974329	4.734837000000001	6.1163263	5.882656	6.284406	6.327494000000001	6.1074862	6.318169	5.3661485	6.4269643	4.9163847	2.5772397999999996	4.4009089999999995
PTK6	7.078577	6.0466795	5.721346	6.0671352999999995	5.940154	6.001493	6.0330075999999995	6.001768	5.998530000000001	5.7935266	5.269267	6.482079	5.808535	5.868253	5.8830338	6.503957	6.4304285000000005	6.8352813999999995	7.1673503	5.765877	6.748580499999999	5.703155000000001	5.530605	6.000696	6.123647	6.593980999999999	6.1910963	6.7911634	6.3308315	6.5065184	6.5287976	6.9898496	6.934947	5.215706	6.633953999999999	5.809197	8.446435000000001	6.7743725999999995	6.9710765	6.961742999999999	6.537242	7.262939	6.2455425	7.135103999999999	6.099887	5.5286756	5.6377535000000005
PLCB4	5.34304	5.723629	5.625955	6.1374807	4.1448073	4.030375	3.5385904000000004	3.8596532	6.9004506999999995	6.819331599999999	5.269267	5.367948	4.449607	4.315638	4.1470194	5.767815000000001	5.491829	6.412922	6.9823203	5.5185494	6.464905	5.4062295	5.175134	6.3779097	6.668597999999999	5.9185214	6.732335000000001	6.250327599999999	6.2512426	5.905155000000001	6.0184584	7.201802000000001	5.3840832999999995	3.2644897	7.120507000000001	4.1175194	5.667863400000001	6.8327384	6.718043300000001	4.790602	5.41385	5.521825	4.765856299999999	6.214157	6.0359373	5.266246	5.565277
IDH3B	7.702489999999999	7.174639	7.567255	7.4211073	7.658688000000001	7.4311686	7.674582000000001	7.545785	7.298397500000001	7.338283500000001	6.868258	7.468703	7.1744537	7.425362	7.223824499999999	7.4357877000000006	7.1065383	7.357099000000001	7.6867185	7.247992	7.4448441999999995	7.733898599999999	7.2859343999999995	7.6043305	7.3863716	7.3249598	7.647911	7.9423842	7.266242	7.231546400000001	7.2969990000000005	7.275691	7.624933	7.3475075	7.632847	7.112765	7.404834700000001	7.4006705	7.606125	7.3217381999999995	7.460575599999999	7.382899	7.4974427	8.012119	6.954317	7.450212	7.345302
PXMP4	5.2626669999999995	4.4259900000000005	4.6867423	4.6942043	4.5877953	5.672382	4.8613725	5.3767924	4.3199787	5.1936045	5.0595593	5.0936923	4.9936300000000005	4.7370176	4.883441400000001	5.5579205	4.761528	5.275368	5.8387547	4.2329903	5.151774	4.8006663	4.6336603	4.160539	4.525732499999999	5.1463585	4.9118319999999995	4.894529299999999	4.5525025999999995	3.9452882000000007	4.7175155	4.007724	5.214476	3.940118	4.7005935	4.611544	4.816850700000001	4.7339306	4.986155	5.000121599999999	4.9830165	5.6706843000000005	4.7408247	5.2795277	4.534118	4.7165230000000005	4.6664424
CHMP4B	4.8871613	3.5669089999999994	3.6149410000000004	3.940955	4.0784902999999995	3.6928123999999998	3.7156324	4.4855313	4.91426	3.7013504999999998	3.515393	4.646619	4.0382175	3.7901273	4.224951	3.5174394	3.2094313999999997	3.3639731	4.705325	3.445101	3.8516065999999998	3.5864637000000004	3.3050224999999998	3.1503751	3.8718917	4.475402	4.490616999999999	3.8795838	3.9717126000000005	3.5205557	3.828326	5.6136904	4.217333999999999	2.7527041000000003	4.7694597000000005	4.205425	4.404816599999999	4.0058556	4.4331646	4.4051623	4.225381	6.0547379999999995	5.228869	4.596529	4.2767925	3.949747	3.8496947
WFDC2	3.3712184	3.9511864	7.906389	6.8139970000000005	2.0631301	1.7104627000000001	1.3318216999999999	0.0	5.195041000000001	4.4319906	7.5609535999999995	3.1373925	2.1164017000000004	1.8882486	1.5688318	7.3514029999999995	3.4093690000000003	6.307309	5.410248999999999	6.862925	4.8734064	7.709817	6.883874400000001	7.1235304	6.176926	7.554243	6.0473447	8.574425999999999	4.8404894	2.5364332000000003	2.104755	6.2115684	8.530217	1.4446341999999999	5.742766400000001	0.62785226	4.928385	6.0559998	3.8948699999999996	3.2708156	1.28426	3.383058	1.928955	6.454	4.060086	7.0292187	3.6539052000000005
AHCY	6.448363	6.353640599999999	6.331165	6.003982499999999	6.164524	5.8814874	6.278333	6.026908000000001	6.099345	5.848251	6.082882	6.2675996	6.090414	5.7823324000000005	5.2982755	6.1884312999999995	5.926272	6.570627	6.574358999999999	5.748286	6.3760133	6.4630165	6.096638	6.543732	6.3631415	5.5641904	6.382983	6.765405	6.406258	6.128611599999999	5.8634830000000004	5.049015	6.100687000000001	6.2074122	6.1989985	5.980938	6.1077347	5.93688	6.212607	6.3721285000000005	5.880229	6.0904202000000005	6.254413	6.298612599999999	5.8319529999999995	6.7063103	6.462874
PIGU	5.6260699999999995	5.5488800000000005	5.1346707	5.4141129999999995	4.7669177000000005	4.9594325999999995	5.515936	4.4111023000000005	4.750303	5.4272285	5.3818636	4.402467	4.955359	4.541658	4.500361	5.7011867	5.2784257000000006	5.5692058	5.5764	4.907583	5.0921364	5.107603500000001	5.313405	5.488532	5.0213933	5.887793	4.8782344	5.8041315	4.96545	5.284504	5.016222	5.5790877	5.9788322	4.8354697	5.2102699999999995	5.0036016	4.538673999999999	5.7272263	5.6373386	5.319532	5.2957925999999995	5.168198	4.5807667	5.5287489999999995	5.319429	5.597576	5.7235107
ACOT8	6.81533	5.0683403	5.195001	5.5820765	5.940154	6.204083	6.438326	5.950133999999999	5.577077	5.3834324	5.3818636	6.775322	6.4482713	6.181881400000001	5.4998293	5.7348857	4.8328667	5.947096	6.347936	5.2451696	5.227639	5.3911653	5.191169	5.987960299999999	5.637812599999999	6.3148065	5.339737	5.978676999999999	5.494032	5.986863	5.779269	6.027059599999999	6.3828115	4.999769000000001	6.0500984	5.8369860000000005	6.602541400000001	5.900958	5.9237876	5.7057150000000005	5.610356299999999	6.287753599999999	6.181872	6.487097	5.423062	5.6761349999999995	5.6726704
RIOK3	7.7658224	6.837064	6.611274000000001	6.6517906	7.515646	7.348080599999999	7.4860014999999995	7.456084700000001	7.4396895999999995	6.819331599999999	6.943573	8.219286	7.8053274	7.518655	7.115461	7.6974325	7.356977499999999	7.743183599999999	7.836201700000001	7.677792	6.799187700000001	7.027982000000001	7.10734	7.7050399999999994	7.66149	7.696969500000001	6.3588260000000005	7.157453	6.661537599999999	7.4668765	7.3070593	7.966422000000001	8.123685	7.0429425000000005	6.780184299999999	7.6479344	7.8036265	7.587413000000001	7.340209	7.318484	7.8852915999999995	6.4430294	7.683000999999999	6.854809299999999	7.8471136	6.093674	6.8536716
CSTF2	5.6578417000000005	5.392036	5.267030999999999	5.0884933	4.724179	5.0854897	5.3379707000000005	5.452966	5.333933999999999	4.5686297	5.6749220000000005	5.27414	5.0123916	5.5731025	5.561208000000001	5.3122034000000005	5.6776957999999995	5.518478400000001	5.602322	5.2451696	5.6142970000000005	5.3292839999999995	5.6280584000000005	5.811267	5.768520400000001	5.602544	5.4581669999999995	5.48444	5.494032	5.653198000000001	6.006161	5.805502	5.2847295	5.8535953	5.4667945	5.548500499999999	6.2589383000000005	5.5759697	5.7543354	5.456119	4.746328	4.185949	4.8618526	5.707887599999999	5.7105856	5.3161629999999995	5.25556
GLRA2	0.0	0.0	0.0	0.56424445	0.0	0.0	0.0	0.0	2.2332892	2.1476054	1.0310470999999999	0.0	0.0	0.0	0.0	3.732882	0.7548776	1.6723027	0.8992609	1.5744673	0.9706473	0.91149944	0.0	2.6005037	0.0	4.299794	0.0	0.7253259	0.0	0.0	0.0	2.2833817	4.065965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8888991999999998	0.92847794	1.1503799
ELF4	4.488283	4.5793724000000005	4.5548296	4.2620792000000005	5.2612414	4.9057546	5.004621	5.0241084	5.1202354	4.1124377	3.7572455000000002	4.789087	5.171093	4.842678	4.834560400000001	4.6065445	4.607307	4.852357	5.410248999999999	4.422365	3.7523584000000003	4.681898	4.485502200000001	5.1880403	5.315527400000001	5.442604	4.350635	4.690664	4.498376400000001	5.1490849999999995	4.9406943	5.2383165	5.1022334	4.745725	5.089773999999999	4.1621413	5.7363434	4.774201000000001	4.735995	4.790602	5.047062	4.9263897000000005	4.9298773	5.248979599999999	4.9795604	4.531696	4.223885
MTMR8	2.7001207000000003	1.7703145	2.2481258	0.56424445	3.2842224	0.6490768	2.9685357000000003	2.4609012999999997	2.9893825	2.5153873	1.0310470999999999	2.2926822000000002	1.4157886999999998	2.5180938	2.786582	2.4069382999999998	1.9068726999999999	1.0659958	3.2706937999999997	2.1033607000000005	1.2866323999999998	1.679198	0.8540684999999999	2.7285213	2.3776996	3.4293008	0.0	2.2985542000000003	2.1558511	2.4235854	1.4063318	2.68155	2.2343612	1.9522951000000002	2.702455	0.62785226	3.2704902000000002	1.3256785	3.0990386	0.7832412	1.5430475000000001	1.4139278999999998	0.0	2.3416955	2.8516209999999997	1.4887894	1.1503799
NDFIP2	6.536457	6.416078	5.948614	5.949157700000001	6.870742	6.600207000000001	7.181245	7.040701400000001	6.8376303	6.5423493	6.418258	7.220978999999999	7.2073936000000005	7.2118993	6.4678607	7.2790103	6.914361	7.0228839999999995	7.021273599999999	6.698625	5.812084	6.373873000000001	6.4956765	6.995762299999999	6.8566732	7.3172936	5.921048000000001	7.2593937	6.0775437000000005	6.5065184	6.683534	6.73608	7.51962	6.3962107	6.2319083	7.222181	7.154667	6.8422410000000005	6.453139299999999	6.088573	7.1465526	5.336138	6.7191324	6.055512	6.9416814	5.84434	6.5022297
ZNF629	3.5169318	2.8131566	3.7006717000000005	3.1140017999999996	3.6916404000000003	3.3349444999999998	3.2241356	3.4773680000000002	3.148422	3.4414684999999996	3.224666	3.5908462999999995	3.8837629999999996	4.0475097	3.43739	3.4378292999999998	3.2094313999999997	3.2852417999999997	3.1352053	3.6858873	3.9444644	3.8293412000000004	3.5731907	3.9664466	3.5870433	3.1815886000000004	3.5953635999999998	4.059924	3.3929858	1.6701665	3.5177730000000005	4.888719	4.143634	3.5022832999999998	4.3269625	3.198328	3.8047361000000004	3.9365737000000003	4.4331646	3.9125888	4.771822	4.4282947	4.15759	3.7232246	3.2707207	3.6195111000000004	2.827538
MAPK3	4.7757406	4.3427157	4.3040195	4.463293599999999	4.0784902999999995	4.423169000000001	4.4250727	4.5563082999999995	4.385328299999999	4.182262000000001	3.515393	5.498128400000001	4.9936300000000005	4.582903400000001	4.62057	3.9202926	4.0112042	4.7966785000000005	4.6566730000000005	3.6100046999999997	3.9444644	3.9575887	3.7567741999999997	4.114408999999999	4.351308	5.2785754	4.9118319999999995	4.5768	4.049057	4.5125513	4.655875	5.223456	4.8475747	3.940118	4.8980513	4.4767220000000005	5.467563	4.465393499999999	4.6660357	4.5892706	4.8457093	5.5562572	5.2644324000000005	4.572058	4.235977	3.3901589999999997	3.2536964
ELMO3	4.990589599999999	4.5793724000000005	4.190062	4.5542703	4.489139	4.8212967	4.6156898	4.7499223	4.416925	4.6448035	4.057676	5.655229	4.9160449999999996	5.0627375	3.9772642	4.5696697	3.9483442	4.8794107	5.410248999999999	4.0149465	4.229189	4.075361	3.9576027000000003	4.0667542999999995	4.351308	5.385092	4.249149299999999	4.4531730000000005	3.9717126000000005	4.206339	4.655875	5.014901	4.937549	3.6414983	4.7468677	4.4409513	6.1248665	4.6925035	5.0051684000000005	4.1940737	5.047062	4.6357254999999995	5.192406	5.1366606	4.7524195	4.25288	4.3151107
MMP15	3.6492686	4.2543387	4.434868	3.6965861000000007	4.327222	3.9793189	4.7840357000000004	3.8596532	4.774897599999999	3.7013504999999998	4.145360500000001	4.8553705	4.476881	4.4991984	4.783964	4.2812138	3.4998236000000005	4.957654499999999	4.6063222999999995	3.6100046999999997	4.670888400000001	3.4183239999999997	3.5731907	4.4100657	4.1096663	4.9421782	4.445449	4.220206299999999	3.7111757000000005	4.0248156	3.828326	5.253025	3.7052057	3.2644897	4.6033397	3.9747217000000004	5.807036	4.071962399999999	4.375883	4.673204	4.9830165	6.318169	5.2644324000000005	5.050717	3.6582296000000003	3.3266337	3.8496947
SMPD3	5.3624529999999995	4.5047182999999995	4.8457327	4.7206335	6.0652833	6.4012237	6.475698	6.5272974999999995	5.081326	4.8730782999999995	4.306198	6.5335956	6.6171255	6.272908	5.333884200000001	6.034571	5.447058999999999	5.7264686	5.677407	5.1678866999999995	5.190205000000001	5.421138	5.0749955	5.3360806	5.40756	6.6861562999999995	4.8085985	5.662457	4.44214	5.3783293	5.4746440000000005	5.754728	5.891474700000001	5.1236987	5.4529037	6.3713746	7.5047383000000005	5.5759697	4.7808175	5.2391934000000004	7.2454095	4.3519483	6.706259299999999	5.409513	5.3768764000000004	3.8628483	4.3586472999999994
FA2H	5.609917	6.1235332	5.4265102999999995	5.63861	5.035148599999999	5.0363803	4.7023168	4.4855313	6.2117023	5.5642986	5.0595593	4.8553705	4.63051	4.582903400000001	5.020871	5.862321	6.1661386	6.1271734	6.115693599999999	5.8004265	5.952851	5.2480025	5.7193437000000005	6.1453557	6.4864440000000005	5.5641904	5.546375	5.463233	5.494032	5.9567623	5.5779624000000005	5.9479084	5.564356299999999	4.999769000000001	5.9645715	5.4619136	7.2318063	5.7874913	5.384937	5.3324976	5.65214	5.9806123	4.8848853	6.1982555	5.6728559999999995	4.7165230000000005	5.527626000000001
AXIN1	2.9256718	3.0415667999999996	3.7006717000000005	3.7488837	2.314305	3.1625807	3.7156324	2.7294455	4.1796684	2.619736	1.6262119	3.3361707000000003	3.1575716000000003	2.9550595	2.978791	2.7077546000000003	3.3128612	3.5096117999999996	2.985661	3.5299074999999998	3.1173222000000003	3.688571	2.5473382	1.9312593999999996	3.3845214999999995	2.9631712	3.7519652999999997	2.9131749	3.6127093	3.2162297000000004	3.5854623	4.1082187	3.8968325	2.8706157	3.1090202000000002	3.2815802000000005	4.2098765	3.32755	3.525038	3.0993671000000003	3.585689	4.3519483	3.4365983	4.3308599999999995	2.4129549999999997	2.3404772	2.5555446
MLYCD	4.990589599999999	4.9037805	5.0717063	4.494261	4.680135	4.568432	4.6156898	4.809087	4.2861595	4.8730782999999995	5.2296934	4.918742	4.449607	4.662018	4.298887000000001	4.871843	4.2899957	5.169751	5.287799400000001	3.9548666	4.6434517	4.7543254	4.4592595	5.142794599999999	4.794745400000001	4.75054	4.8782344	4.9565496	4.383622	4.876402400000001	5.2635654999999995	5.0320587	4.4182224	4.892341	5.0161133	4.643369	5.4809303	5.028421400000001	4.8455443	4.8092723	5.4772124	5.7471952	5.135924	5.3387494	4.9163847	4.9662204	4.4009089999999995
AQP8	11.194041	1.1411984	0.0	0.0	0.0	0.0	0.0	0.0	8.5197935	6.669356	1.0310470999999999	0.0	0.0	0.0	0.0	10.235247	6.2467165	5.465902	10.574900999999999	4.628719	7.165091499999999	3.8733695	1.775166	3.7421217	7.3772955	9.785719	6.732335000000001	7.8391576	3.5070263999999995	2.6410909	3.935969	11.102311	10.801885	0.0	8.865132000000001	0.0	3.5747252	6.2961845	10.077843	7.7247186	0.0	11.926825	0.0	10.851361	5.578062999999999	1.235666	2.0176754
PYCARD	5.902908999999999	5.4725885000000005	5.2948656	5.461894	5.0696993	4.9594325999999995	5.491818	5.1206856	5.0209203	5.291638400000001	4.814098	5.7453833	5.7085376	6.070292	5.7835274000000005	4.2812138	4.965760700000001	5.0318727	5.550003	4.589742	5.723145	5.479278	5.158919999999999	4.946128400000001	5.4252825	4.727586	5.9044547	5.463233	5.5747147	5.3783293	5.7202660000000005	5.965877	5.4770335999999995	5.1236987	6.0775166	4.511627	5.085399	5.6208277	5.91376	5.969125	5.7191980000000004	6.377142	5.5358243	5.707887599999999	4.890319	5.750636599999999	5.8356023
FAH	4.686138	3.706687	3.7815925999999997	4.2976246	5.0696993	4.731585	4.475139599999999	5.452966	4.1040397	3.5510995000000003	3.8644922	5.0088672999999995	4.144091599999999	4.214285	2.978791	4.411956	3.5849402	2.6933358	3.3945434000000003	3.6858873	4.4352264	4.38007	4.656939	4.748874	4.313741	3.1815886000000004	3.7519652999999997	4.409492500000001	3.9717126000000005	3.9452882000000007	4.300641000000001	3.9366148	4.7011285	4.0441704	3.7322147000000006	3.8162214999999997	3.7394996	4.1957283	4.8027169999999995	3.6479921	5.147864299999999	3.8396502	4.3014865	4.0049715	3.8326142	3.8628483	2.827538
