Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
RORC	6.098032082960531	5.90689059560852	4.21723071622067	6.53605290024021	5.32553033156756	6.26115467261557	4.74416109557041	6.762880292917	6.47248777146274	6.09381367340273	6.395748328179031	6.61176256006487	5.36806987653208	6.33270793364061	6.240314329333709	6.75888943272096	6.920055054806969	5.375039431346919	7.15177765473205	4.47897180503294	6.888743248898259	6.0574502721839	6.734709620225839	6.80477637795583
PTK6	8.56224242422107	8.32822611878773	7.288173968112299	7.99548451887751	8.79441586635011	8.61728378777903	8.57667329251658	8.57402579792481	8.63335855063711	8.318316841334982	7.9858419370033396	6.407692648665679	8.41362792902417	7.85860271245712	8.83668159332712	7.90086680798075	8.3671963100259	8.94632147710713	8.85673675611911	8.622051819456379	8.84297883178833	9.17117679765177	8.33806779754262	8.59954096564405
FHIT	5.3327079336406	6.08746284125034	5.452858964713809	6.02236781302845	6.224966365000269	5.7522133678651395	5.605849867194981	5.0	5.36806987653208	6.49505552836802	5.09592441999854	6.253611151947171	5.395748328179031	6.116863757690901	5.617651119427331	5.41278152533848	5.66106547980695	4.54843662469604	6.4982508675278305	6.125155131322289	5.799605422452671	5.40258575823259	6.116863757690901	5.70043971814109
CYP4F12	7.657497100444111	8.53644150496738	7.5668151540109	7.677367292136049	8.831307243802051	8.30742852519225	8.31560245663795	8.51963625284321	8.38586240064146	7.788555214928861	8.290479698251309	6.554588851677639	8.14923903883703	8.11478344724985	8.4749227003798	7.28725064325462	9.18883607303053	9.623881490013462	8.516881890821201	7.68018368159249	8.4966540825935	8.79766152585376	9.053925881531109	7.8163437052848606
ZNF702P	5.9864109352520405	5.791814071161831	3.8875252707415897	5.09169983413681	5.5999128421871305	5.563768278452031	6.13134253912326	4.129283016944971	6.10852445677817	6.26115467261557	6.104336659814741	4.49185309632967	5.714245517666121	5.5576551547254205	4.8678964639926505	5.918863237274589	5.593951283948411	1.67807190511264	4.74416109557041	5.01792190799726	5.762880292917	5.875288598222691	6.45779126025604	5.968090752045259
SLC16A5	6.51884982870769	6.143638309922039	5.649615459063409	6.60288440871842	6.44790974874208	6.004501392234941	6.181897643108389	5.925999418556219	6.63226821549951	6.0	5.61176256006487	4.31469652565629	6.024585638278269	5.5849625007211605	5.1333991254172	6.1538053360790395	6.8150630171928706	6.242221395098371	7.6646250548693	6.6822923714308295	6.44790974874208	5.53294028837287	6.53294028837287	6.4757334309664
SLC16A5	7.976134472831651	7.45121111183233	6.394033895367779	7.80799883862303	7.147713722352151	6.83035674741922	6.97842446544086	7.19574129324645	7.337175868586299	6.746850183098051	7.16691625156997	6.3522641732583205	6.47411151394241	6.45121111183233	7.3451834471876705	6.71699089440494	7.21626083716506	8.07788386443832	8.05690861832325	7.57440430902258	6.93073733756289	7.13031314554346	7.829088444004889	7.56757586852411
PDE6A	1.48542682717024	4.36457243229586	2.76553474636298	4.18586654531133	2.48542682717024	1.32192809488736	2.4594316186373	5.26303440583379	3.2479275134435897	4.16188768237689	3.8278190246173196	1.20163386116965	0.485426827170242	2.26303440583379	3.99095486039699	2.0	5.97039353791468	5.54225804976692	4.666756591884799	3.2927817492278497	2.23266075679027	2.60880924267552	5.63807383718072	5.09592441999854
GPT	7.63008507000212	7.64745842645492	6.5109619192773796	6.8923910259134	7.325530331567559	7.01457846492289	7.46842040186455	7.209453365628951	7.36457243229586	7.21237478756727	6.3019533951261	6.750874439656839	7.546894459887639	7.27239650903749	7.605109073832929	7.0	7.69488019279919	7.485426827170239	7.795715006501731	7.243173983472951	8.250772131599929	7.35049724708413	7.1699250014423095	7.55918586578773
GRTP1	4.300123724569009	1.88752527074159	2.10433665981474	2.51096191927738	4.63807383718072	2.63226821549951	3.73335434061383	3.96347412397489	1.67807190511264	5.776103988073161	2.86789646399265	1.72246602447109	3.8875252707415897	2.37851162325373	5.0089887832272595	2.78659636189081	1.5849625007211599	3.03562390973072	3.43295940727611	4.64961545906341	4.80219321694183	5.03562390973072	3.8972404255748	3.03562390973072
SLC35A3	12.0646754104684	11.1235394626417	10.138271800172198	10.9943534368589	11.1655351413779	11.3989039824823	11.3233362892802	11.0860034962871	11.145422719600198	11.6477282319678	11.0453501344724	9.703557561921029	11.4528589647138	11.53065017975	11.598005960861302	11.045759661382698	11.709988445113302	11.332260378172199	11.005273656563899	11.5840229402575	11.4816480920806	11.3211389052232	11.525080298994501	11.527965641134
AQP8	2.60880924267552	5.60288440871842	4.94485844580754	0.6780719051126379	5.5849625007211605	2.98185265328974	6.246027980528099	7.669593751188331	2.37851162325373	3.2479275134435897	2.53605290024021	1.88752527074159	3.72246602447109	2.4329594072761096	6.28909670241999	5.7681843247769296	3.81762325751143	8.76420813013995	6.806066226089031	3.0703893278914	4.977279923499919	5.68929916053589	10.2087220848627	2.72246602447109
CNNM2	5.47248777146274	5.877744249949	5.82527683005487	5.872828759534889	6.246027980528099	6.116863757690901	5.97727992349992	5.669593751188331	6.197708157955849	6.3019533951261	4.94016675048282	5.8629472480209195	6.09381367340273	5.954196310386879	4.48542682717024	4.74416109557041	6.3416300093299105	6.635173946674921	6.80864246791806	6.383704292474049	6.09592441999854	5.99322146736894	6.65391987311942	5.984133594540981
AGFG2	4.41278152533848	3.0874628412503395	2.0703893278914	2.92599941855622	3.7548875021634704	1.13750352374994	2.53605290024021	2.78659636189081	4.16188768237689	3.18586654531133	2.10433665981474	2.51096191927738	1.0703893278914	2.4329594072761096	2.0703893278914	2.03562390973072	3.1699250014423104	3.1699250014423104	3.1538053360790403	2.6553518286125497	3.0179219079972595	1.72246602447109	2.23266075679027	1.84799690655495
AGFG2	4.49185309632967	5.9864109352520405	6.024585638278269	4.877744249949	5.6409679104499	5.27052894238072	5.09592441999854	5.300123724569009	4.75488750216347	5.93781516880342	5.554588851677639	5.19770815795585	4.98641093525204	6.240314329333709	4.33628338786443	5.35049724708413	6.035623909730719	5.799605422452671	5.6920923754275705	5.643856189774719	5.56071495447448	5.104336659814741	5.8801957289431	5.635173946674921
ARSD	5.456149034648	2.4594316186373	5.0	6.1699250014423095	4.877744249949	5.8629472480209195	5.686500527183219	5.80219321694183	6.9152818658676605	6.431288654291589	5.6409679104499	4.57288966842058	5.94016675048282	6.73335434061383	6.294620748891631	4.6028844087184195	6.6639138421159805	5.93781516880342	5.968090752045259	5.10013667128545	5.776103988073161	6.13134253912326	5.38887833881199	5.762880292917
PPARA	5.354028938054389	6.27239650903749	6.2779847472997705	6.253611151947171	6.80348537559595	6.242221395098371	6.15177765473205	6.82654848729092	6.54225804976692	6.63372181264101	5.32553033156756	5.643856189774719	6.3451834471876705	5.59693514238723	5.6724253419715	5.47897180503294	6.431288654291589	5.911691581872339	6.70321146739115	6.30560578958543	6.72655877910497	5.9044840979014195	5.71699089440494	5.6667565918848
C19orf57	1.26303440583379	5.36806987653208	4.22496636500027	3.7114949066500897	5.65248649491816	4.71699089440494	4.18586654531133	3.2927817492278497	4.9164766444377195	5.7522133678651395	6.2114016374184695	4.67807190511264	3.2479275134435897	2.86789646399265	3.2630344058337903	2.51096191927738	4.73335434061383	5.8150630171928706	2.4329594072761096	3.49825086752783	5.1699250014423095	3.49825086752783	4.2779847472997705	3.0179219079972595
SCN9A	3.60880924267552	4.765534746362981	4.65535182861255	5.300123724569009	5.25171909260596	5.5668151540109	-1.32192809488736	4.70597790168252	1.26303440583379	5.746850183098051	1.76553474636298	4.86294724802092	4.26303440583379	1.67807190511264	5.63807383718072	4.64961545906341	1.67807190511264	1.92599941855622	3.27798474729977	2.90689059560852	4.29278174922785	4.70597790168252	4.08746284125034	4.09592441999854
GUCA2A	8.865114619452529	8.659995892429981	7.5698556083309505	7.555356038635829	11.2847662756173	7.81378119121704	7.98527271425345	8.882031608352099	9.10669379120375	9.887525270741591	7.32192809488736	7.591709333161741	8.44086916761087	6.7522133678651395	9.502434038682118	7.53138146051631	10.793440742932901	10.356011721502801	9.89299809305507	9.8525295094042	8.91587937883577	8.911991113699619	11.891555891278902	8.62680414493225
CC2D1A	3.5360529002402097	1.6322682154995098	3.0703893278914	3.92599941855622	2.03562390973072	1.20163386116965	4.643856189774719	5.58195375084882	1.6322682154995098	2.3219280948873595	4.09592441999854	3.0179219079972595	4.82273014794452	1.43295940727611	1.0	3.8479969065549504	3.2479275134435897	4.14567745519564	1.67807190511264	0.925999418556223	4.81762325751143	3.78659636189081	1.5849625007211599	5.2288186904958796
SLC25A11	7.786596361890809	8.06501215043695	8.31786479839195	8.715618859074821	8.65069276717138	8.025139562278511	7.992088609014	8.02403150151675	7.95826269732954	8.13237119873254	8.232660756790281	8.17642251304224	7.759555343206309	8.12773644358883	8.04165915163722	7.7066686821797505	7.999436337152081	8.13750352374993	8.3482855418512	8.386724740799169	8.39489136644259	8.192292814470768	8.75822321472672	8.20212382383046
PIK3R2	4.949534933017009	5.62643913669732	5.83035674741922	5.72246602447109	5.8629472480209195	5.1456774551956395	4.15380533607904	5.911691581872339	5.15380533607904	5.06177619758669	5.96116025813664	5.452858964713809	5.554588851677639	5.770829046032491	6.215290305651231	5.42290574261218	5.85549144310187	5.746850183098051	6.43796008833447	5.794415866350111	6.17592374206376	3.99095486039699	6.02236781302845	5.44625622988956
SULT1A2	10.3969258200233	9.26748898088125	8.88508622529017	9.589463892956099	9.67419226814568	8.76088624278491	9.1994269676709	9.32463061526719	9.30788384949487	8.80509894811724	9.04111153536915	8.34473974580299	9.33695280016052	8.79409089843773	9.432333101626641	8.67948009950545	9.54882190845875	9.140574177709901	9.72161190388437	9.16766902750195	9.8772841335232	8.80703285596834	10.028182348460598	9.476138625475699
ALPI	5.3037807481770995	1.53605290024021	1.13750352374994	1.0	1.20163386116965	1.48542682717024	1.53605290024021	3.57288966842058	1.32192809488736	1.5849625007211599	1.26303440583379	1.37851162325373	1.88752527074159	1.37851162325373	3.78659636189081	1.76553474636298	2.16992500144231	1.9634741239748899	5.88508622529017	1.6322682154995098	4.31469652565629	1.72246602447109	2.10433665981474	2.29278174922785
GNG5	12.333882106590199	12.0335262441486	11.7208855035937	12.590306342639	12.383218272916501	12.086965503110099	11.740624044489401	11.977709233141802	12.3500551772045	12.2805678043813	12.082348662465401	12.2760371428545	12.166006122950499	12.1551977156958	12.036242310681699	11.738767836800198	12.212496385193901	11.917595851424801	12.5230473161131	12.0280441791322	12.0820824948449	11.8919735190256	12.0413853694861	12.3184580757124
HTATIP2	10.745590297382801	9.20774646687728	8.788555214928861	9.997320637930141	9.6667565918848	9.55593116124297	9.76686014382955	9.319446329407151	9.45799640708054	9.09354961281063	9.899507982557921	8.67948009950545	9.90071589056434	9.41658643754191	10.4456356713994	8.894514644273132	9.899810054385	9.98213796823992	9.812658658477	9.010388235311849	9.35755200461808	9.047941843747509	10.6571397765931	10.704422435180499
CASP7	11.257977058564	10.9862687067272	10.0506649382534	10.653740778706599	10.6987914689148	10.5688111747436	11.0311497928474	10.977065220762599	10.9284443510376	11.1605647734853	10.661778097772	10.036311005538801	10.631086088457801	10.968306794430802	11.229840237727899	10.2874815298744	11.3326519967994	11.1287032462079	10.813941481761198	11.250594507192302	11.065752701817	10.3362833878644	11.2073194264578	11.2827409528439
MEP1B	7.15177765473205	5.070389327891401	5.57893871309339	4.5668151540109	5.32192809488736	4.95884267524324	4.92124588858559	6.1779177921958395	3.99095486039699	1.20163386116965	4.35755200461808	1.92599941855622	4.39231742277876	2.9448584458075397	6.30560578958543	5.02680005934372	5.161887682376889	5.845490050944379	6.55151601762801	5.71699089440494	6.75622271284729	5.6639138421159805	4.04439411935845	4.977279923499919
PRRG4	8.30879406721648	8.59730769114099	7.3353903546939305	8.88172579064224	8.76088624278491	9.0566377151132	8.36413465500805	8.377210530388549	8.65033375384593	8.20310325023664	8.587214952452541	7.931328484893791	9.08454267364192	8.0	9.11556391523799	7.68439798363757	8.65427799526124	8.59395128394841	9.05093696522523	8.45121111183233	8.625343557572991	8.731319031025059	8.14006285569821	8.69939893773701
ENTPD2	1.20163386116965	2.53605290024021	2.03562390973072	2.4329594072761096	1.72246602447109	1.37851162325373	3.18586654531133	2.03562390973072	1.43295940727611	4.44625622988956	2.76553474636298	1.6322682154995098	0.37851162325373	1.92599941855622	2.0	3.0531113364595597	1.88752527074159	2.29278174922785	2.6780719051126405	3.4462562298895603	2.53605290024021	2.78659636189081	2.23266075679027	2.10433665981474
GLRA2	1.43295940727611	3.5360529002402097	3.0703893278914	3.1699250014423104	4.8923910259134	1.8073549220576	2.8278190246173196	2.8073549220576	4.5668151540109	2.7004397181410895	2.72246602447109	4.786596361890809	2.13750352374994	2.0703893278914	2.74416109557041	3.0531113364595597	3.1043366598147406	2.35049724708413	2.23266075679027	2.13750352374994	2.48542682717024	5.49185309632967	1.72246602447109	5.28169825009883
CAST	11.805098948117198	11.2378672114114	10.6429542234803	11.6480878941799	11.8643409319556	11.767274080951399	11.1057775865655	11.6353100093331	11.661644508713099	11.690434556395099	11.727282329212198	10.877437521970599	12.250150350472401	11.3039519439182	11.8175033476879	11.031356596255698	11.730767306849598	11.4108223128184	11.2998948525068	11.497652280267598	11.4667392654837	11.8043730638046	11.376396751082801	12.0439158741294
GUCA2B	3.33628338786443	7.16691625156997	5.979568100095191	5.89965902637744	8.67807190511264	2.96347412397489	6.68929916053589	7.00898878322726	7.0156938071051504	9.04548665635946	2.96347412397489	6.013462259806559	7.18090370917938	4.80219321694183	7.62643913669732	5.94251450533924	9.58345891013077	7.8814199080924	7.89542381038297	7.61985314739117	6.9553593052429905	7.70597790168252	10.0681064758588	6.866660750819991
CA7	2.8875252707415897	6.34872815423108	3.35049724708413	6.77873424411784	8.77313920671969	5.593951283948411	5.25171909260596	6.1456774551956395	6.485426827170239	5.21334728173344	3.4594316186372995	3.2630344058337903	7.08746284125034	5.51412226017071	7.123086750981059	5.97727992349992	7.3828401444752405	6.762880292917	6.0	7.57969306345875	5.4396231375571205	6.08746284125034	8.686500527183219	4.0
ATP5G3	12.646963651926699	12.1682960408722	11.8038082345076	12.4958550268872	12.562981711395302	11.829920893872302	11.969926081919901	12.0042204663182	12.1836974048623	12.162108049303	12.231011122464302	11.6661352188381	12.0085336688559	12.3568095734103	12.080284577827301	11.706021085155001	12.294879170318902	12.1295084204359	12.044086694196698	12.2397476835569	12.2529610363937	11.5323072176793	12.622280655215599	12.500568050165
ATP5G3	12.3627931351041	12.217836559693598	11.854751529577598	12.4965542248298	12.385404072695101	11.6599513090761	12.0156938071051	12.1795359309731	11.963221225576	12.283464608842099	11.863760393924801	11.5553560386358	11.9339856544504	12.191491094505201	11.7914885165986	11.801385029681402	12.1910283610144	12.2294797742362	11.9753822762816	12.4151607711763	12.496504293355901	11.8201390643236	12.296170583568498	12.236074003887401
CNPPD1	6.28725064325462	6.102238193930741	5.32912359629157	6.94719858426206	6.7522133678651395	6.121015400961371	6.36981542428391	5.5999128421871305	6.87897051015108	6.56529252058102	5.94719858426206	6.58796498888268	6.0509369652252305	5.5235619560570095	6.47248777146274	6.736063627871809	6.4396231375571205	7.55151601762801	5.82527683005487	6.99774402605963	6.78135971352466	6.84924870276441	6.793115555274349	6.786596361890809
LAMC2	6.10852445677817	7.3353903546939305	6.400879436282179	7.58120058192496	5.5999128421871305	6.765534746362981	6.104336659814741	7.55688918972687	6.61618123133188	6.94016675048282	6.456149034648	7.27426166125705	6.649615459063409	6.127220550488071	6.8150630171928706	6.464341532761099	6.3019533951261	6.1456774551956395	6.06177619758669	6.467605550082999	7.44377239276374	6.818901675885639	5.116863757690901	6.3037807481770995
GIPC1	8.81570350334807	9.230500853639109	8.13955135239879	9.15355203170811	9.58270652678079	8.84297883178833	8.92362461136832	8.100136671285451	9.73148874987014	9.298979000997981	8.77049872089289	8.4655664048094	9.555164280140051	8.43671154213721	8.97871045910636	8.335390354693919	9.5077946401987	8.870056418472949	9.546315722817269	9.43691970822096	9.221587121264811	9.499845887083211	9.30606168942834	9.25006150271721
CDKN2B	5.6667565918848	4.6264391366973205	5.33985000288462	4.39231742277876	3.4594316186372995	1.0703893278914	4.57893871309339	4.32192809488736	4.70043971814109	3.9541963103868802	1.6322682154995098	5.14974711950468	0.137503523749935	4.16188768237689	5.32553033156756	1.0	6.69627208392586	2.6780719051126405	6.00898878322726	5.872828759534889	6.1538053360790395	1.67807190511264	5.649615459063409	4.452858964713809
DGKQ	2.35049724708413	1.26303440583379	5.29645740737124	4.0703893278914	3.35049724708413	4.08746284125034	4.84799690655495	3.7004397181410895	4.5298209465287	4.0	1.9634741239748899	2.35049724708413	4.78135971352466	2.90689059560852	2.13750352374994	3.20163386116965	3.37851162325373	4.70043971814109	3.41953889151378	4.70597790168252	5.14159627838382	4.5849625007211605	2.0	1.26303440583379
SULT1B1	10.244482766330401	9.028458647425479	7.52277766952458	9.2667865406949	9.10223819393074	9.171427026607539	9.043300754364179	9.446669787307009	9.307200809140811	9.588339860923481	8.96260685912106	9.17941152317403	9.50124008409738	9.60659028037053	9.758056612146609	8.48260630810786	9.61985314739117	8.9357543858214	9.903279342056141	9.52962576354242	9.78773934936344	9.004501392234939	9.83951875263065	10.1496201161118
CASK	8.05799172275918	7.3389591754152	7.0725345997229505	8.24460168773681	7.18685706717715	7.4487357980294	7.43045255166553	8.249824548616179	7.5774288280357505	7.427941332509481	7.559950612713081	7.35931031689044	7.03672310600553	8.00225245173138	8.05256805080415	7.103287808412019	7.85299758761332	6.646738698307849	7.422064766172809	7.97670731184688	7.8801957289431	6.92362461136832	8.01959072835788	8.5980525001616
FOXD2	4.104336659814741	6.35402893805439	5.0089887832272595	5.50462039240355	5.86046625851717	6.23266075679027	6.1639012138145395	4.02680005934372	6.61028665708102	6.04657836662033	4.83794324189103	4.94016675048282	5.649615459063409	5.41953889151378	6.26303440583379	6.456149034648	5.318316841334981	6.485426827170239	5.81762325751143	5.48220292629596	5.15785216914174	6.44790974874208	6.1719273543534605	6.2479275134435905
ACOX1	1.20163386116965	4.25550073314839	3.2172307162206697	3.73335434061383	4.26303440583379	1.9634741239748899	1.8073549220576	2.13750352374994	2.8479969065549504	1.26303440583379	1.43295940727611	3.03562390973072	4.77610398807316	1.53605290024021	3.83794324189103	3.96347412397489	1.84799690655495	3.58496250072116	3.5235619560570095	1.53605290024021	1.13750352374994	1.43295940727611	3.64385618977473	1.13750352374994
HINT1	12.5149112648614	11.959313735678501	11.039398893556301	12.0690804869117	12.678270015523601	12.156683547403901	11.969062688108599	12.034455095327198	12.0503248323934	12.281640300065998	12.656268428754599	11.735894446395099	12.173989374166501	12.3107831686496	12.1899789486325	11.4638308623226	12.158830556374301	12.3400447980914	12.120367493715198	12.2240921413683	12.1300878677557	12.1138398180945	12.701653013735699	12.674457120523698
BTBD2	4.95884267524324	6.242221395098371	5.96347412397489	6.181897643108389	6.708739041359579	7.28355142317431	5.39231742277876	5.53294028837287	6.378511623253731	6.28725064325462	6.04657836662033	5.575917361118151	6.67807190511264	5.8201789624151905	5.5849625007211605	6.323730337521349	6.04220656012069	7.19672506078603	7.013462259806559	6.60139939053183	5.9044840979014195	6.925999418556219	5.93781516880342	6.0509369652252305
DLG3	8.26819107921981	7.9413411054853	7.143638309922039	8.00786824333334	8.079484783826821	7.721099188707191	7.92124588858559	8.80477637795583	8.094869432718701	8.28725064325462	7.9134878407151605	7.64241277290506	8.10276309662559	8.03946743827853	7.941927924708719	7.410239330776019	8.62461270900574	7.81570350334807	8.17990909001493	8.14720492494223	8.544191698415709	7.734709620225839	8.24126817732937	8.08001802908918
DOK4	7.51254295509686	7.36981542428391	6.507794640198701	7.727239777484809	7.45121111183233	7.0810839286876295	7.5698556083309505	7.15076274435542	7.903881845736179	7.58646452588639	6.432959407276111	7.060695931687549	7.17891378466957	7.197708157955849	7.69418374333315	6.749534267669259	7.65535182861255	8.25597274199961	8.09592441999854	8.117383366931481	8.17791779219584	7.12205144771389	8.11894107272351	7.99661471481536
PPP2R3A	4.930737337562889	6.5849625007211605	6.8629472480209195	6.053111336459559	7.07895134139482	6.74146698640115	5.88752527074159	6.02236781302845	6.806066226089031	6.32192809488736	5.47248777146274	6.14159627838382	6.770829046032491	6.35931031689044	6.52982094652869	6.33628338786443	7.17392693199981	6.69488019279919	6.7292808460274	6.6724253419715	6.279842693520349	6.958842675243241	6.85174904141606	6.22110372536788
METTL7A	9.031218730610721	9.62461270900574	10.9293323911011	9.510961919277381	10.5375096285531	10.1591144800464	9.96116025813664	9.39959836912011	9.63026712502677	10.2166246182237	10.1224397735089	10.9973912112476	9.90131946553011	10.942221244835999	10.085605236784	10.0200076319992	9.343851933442119	10.8431359111113	9.302638923787551	10.1981994554375	8.93014594790882	10.6486272194352	11.295768934420499	10.121921982551099
CDKL1	0.263034405833794	2.20163386116965	2.16992500144231	2.35049724708413	2.23266075679027	2.6780719051126405	1.48542682717024	2.7004397181410895	2.4329594072761096	4.53605290024021	1.92599941855622	4.4594316186373	2.4059923596758397	2.0703893278914	2.26303440583379	0.485426827170242	1.48542682717024	1.84799690655495	0.8479969065549499	2.58496250072116	1.84799690655495	2.86789646399265	4.270528942380721	1.37851162325373
SLC5A2	4.232660756790279	6.52982094652869	5.32192809488736	5.71149490665009	2.29278174922785	6.300123724569009	4.80219321694183	6.27612440527424	5.68929916053589	5.72519581722666	5.14974711950468	5.875288598222691	5.35755200461808	3.35049724708413	4.30742852519225	5.6639138421159805	6.1456774551956395	5.35049724708413	4.977279923499919	6.357552004618079	6.49984588708321	4.84297883178833	5.635173946674921	3.6322682154995096
ARSD	1.32192809488736	4.48542682717024	2.0703893278914	5.36457243229586	1.48542682717024	3.7970129778361406	2.56071495447448	5.070389327891401	2.4329594072761096	3.0	1.20163386116965	2.23266075679027	5.37155886261196	2.72246602447109	2.7004397181410895	0.8479969065549499	2.4329594072761096	2.6553518286125497	5.6582114827518	1.84799690655495	3.7114949066500897	5.12101540096137	2.63226821549951	2.8073549220576
CYP2R1	5.52669484554198	5.41953889151378	5.1699250014423095	5.5235619560570095	5.18586654531133	5.63226821549951	5.52042224852645	4.65535182861255	1.72246602447109	5.746850183098051	5.5999128421871305	5.36806987653208	5.2667865406949	5.14974711950468	5.14974711950468	3.9354597478052904	4.08746284125034	2.98185265328974	4.15380533607904	6.19967234483636	5.03121873061072	5.5698556083309505	5.42961596420174	5.03562390973072
LRRC1	5.8678964639926505	6.23266075679027	5.82527683005487	5.070389327891401	5.63807383718072	5.381975478557299	6.33628338786443	6.13955135239879	5.0089887832272595	5.911691581872339	6.125155131322289	5.29278174922785	6.4396231375571205	4.897240425574799	6.954196310386879	3.8278190246173196	5.31469652565629	4.32912359629157	6.6639138421159805	5.614709844115209	6.45450493755737	5.909293085823821	5.911691581872339	5.909293085823821
AKAP5	1.37851162325373	2.51096191927738	4.13750352374994	4.49185309632967	5.456149034648	5.61176256006487	5.6409679104499	1.26303440583379	4.63226821549951	5.08321336824898	3.1043366598147406	4.432959407276111	5.01346225980656	3.2479275134435897	1.8073549220576	4.560714954474481	3.43295940727611	3.1210154009613698	4.83289001416474	4.300123724569009	2.7004397181410895	4.72246602447109	4.39231742277876	3.2630344058337903
BNIP1	5.984133594540981	6.5109619192773796	5.56071495447448	6.3019533951261	6.41953889151378	5.8124982253335595	6.02236781302845	6.07681559705083	6.123086750981059	6.4178525148859	6.96693797927846	6.14159627838382	5.7681843247769296	6.183883459032231	6.60733031374961	6.71287086768991	5.47248777146274	6.50143914515887	4.129283016944971	5.85549144310187	6.00898878322726	6.87897051015108	6.85424505422013	6.76022094646651
TMEM8B	4.70597790168252	6.189824558880019	5.29278174922785	4.65535182861255	5.004501392234941	5.69766263347052	5.20163386116965	5.224966365000269	4.5849625007211605	5.38887833881199	5.485426827170239	1.9634741239748899	5.318316841334981	5.78135971352466	5.9818526532897405	5.25550073314839	5.3327079336406	3.8278190246173196	5.67807190511264	4.49185309632967	4.560714954474481	5.20554891117303	5.25927248703759	5.59693514238723
MUC1	11.8227699744443	10.933395595120802	9.28331990667844	10.8052602061558	11.7390633023664	11.3792700525668	10.620769667999399	11.5593770905267	11.0104581722942	11.2191080034613	11.3065744046055	9.936932336522391	11.2596255839288	10.855257827193197	12.059682447247601	10.1089164402179	10.8244814747004	11.6458385329072	12.154596625707901	11.258389366537699	11.7474377534501	11.2010824542039	11.185061245239698	12.047839627649601
PFKFB2	4.67807190511264	4.6724253419715	3.2630344058337903	5.608809242675519	1.13750352374994	1.0703893278914	5.485426827170239	6.0810839286876295	6.02236781302845	5.925999418556219	3.2172307162206697	2.58496250072116	0.485426827170242	2.23266075679027	3.3219280948873595	2.92599941855622	6.23840473932508	6.104336659814741	6.25550073314839	5.614709844115209	5.6639138421159805	3.5607149544744803	2.0703893278914	3.2630344058337903
ICA1	8.38586240064146	7.19278595925112	6.67101024127845	7.35314682549808	8.31650781910311	7.316507819103109	7.3101583179478204	7.53760669149529	7.63372181264101	7.9431008475708	7.410239330776019	7.31922050252387	7.464341532761099	7.797012977836139	7.973840839533151	7.46923479366766	7.90207357931074	7.97096866052181	7.214319120800769	7.64529816394863	7.8715972656138495	6.87897051015108	7.82464058085342	8.377644358399909
CYB561	8.366759328335169	8.4667902378031	8.22496636500028	8.19623326086959	9.77099418024441	9.25502856981873	8.01066796290185	8.10223819393074	8.22400167419811	7.99661471481536	8.34607044078517	7.97039353791468	8.4797802640291	8.924812503605779	8.539934245171791	7.71561885907482	8.04712391211403	8.486633935070161	8.14873077917319	7.99717948093762	8.312429206250611	8.67207169690516	8.72689931847653	8.77577486863729
HMGA2	5.378511623253731	5.62935662007961	5.76022094646651	4.968090752045259	5.954196310386879	6.055282435501191	5.889960199658639	5.9518675043269	5.36106648879432	5.04001567884788	5.58195375084882	5.6724253419715	6.13134253912326	5.47897180503294	6.3201235980406105	5.897240425574799	5.7279204545632005	6.053111336459559	4.8278190246173205	5.845490050944379	5.984133594540981	6.1538053360790395	6.4262647547021	5.65248649491816
PTPRO	6.04220656012069	4.7279204545632005	5.8923910259134	4.30742852519225	6.605849867194981	6.776103988073161	5.80477637795583	4.41953889151378	5.63807383718072	7.2479275134435905	6.357552004618079	5.605849867194981	6.80864246791806	7.992088609014	6.424586226251099	6.02236781302845	5.979568100095191	6.90689059560852	4.72246602447109	6.64817779572482	6.04439411935845	7.34251918966061	8.30788384949487	6.38887833881199
ABCC3	10.930811244227199	10.072266615132099	8.63698706120399	10.5025334903101	10.6266216523584	10.055689153083401	10.2489949026466	9.93825638243881	10.4181688606915	9.983848674022449	9.82257083095017	8.79083718699795	10.161257877049401	9.976564123415331	10.853777380638599	9.35579154675365	9.82686622653697	9.93634348139549	10.6990518440169	10.4919532800067	10.681677655209699	10.215290305651198	10.505712328014901	10.7843076667284
OSBPL7	3.37851162325373	4.78135971352466	1.48542682717024	3.4724877714627405	5.20163386116965	5.442943495848731	3.1699250014423104	3.3219280948873595	2.4594316186373	4.2016338611696495	1.5849625007211599	3.27798474729977	4.96347412397489	1.92599941855622	5.38887833881199	4.90689059560852	5.4757334309664	5.92124588858559	3.3219280948873595	5.0746766862945005	2.51096191927738	5.50143914515887	4.554588851677639	2.4594316186373
TRIM31	11.213164989004	10.6785121135318	9.83526091862749	9.52042224852645	9.37090532011341	9.47775826644389	8.19377174339668	10.255264670799699	10.355901638328401	10.2476902085593	10.6406064686239	9.43212427264156	10.7243433117118	10.377969643818801	11.774498821183501	8.87835751033693	11.861397129637199	9.10013667128545	11.0239622194536	9.453270634010618	11.0399471601691	8.39874369193819	11.223639748777199	10.494655612900198
