Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
HK2	10.32441145	11.13250852	11.63636972	11.22140702	11.41696847	11.13908743	11.62096335	11.38958355	11.03500393	11.40614972	11.190426800000001	10.56902557	9.763924839	11.30575646	11.43871877	11.3458171	11.13183436	11.27399616	11.08965866	11.329934399999999	11.55343102	11.81832716	11.8090801
VAMP8	10.50793978	11.26478018	11.36102827	11.1280077	11.09745463	11.31252155	11.23189074	11.04603405	11.30625406	11.1958316	11.05023793	10.81871391	10.30638953	11.24240191	11.36447481	11.32677508	11.20583933	10.93249124	10.98916934	11.27980864	11.24319752	11.37537835	11.33764191
MRPL35	7.854968036	8.110791052	8.603395662999999	8.423128992999999	8.608635422999999	8.872070531	8.388958773999999	8.014409087	8.036746612	8.24973571	8.314343017	8.119415953999999	7.652038577999999	8.514787963	8.669635637	8.226890022000001	8.525546138	8.173901869	8.38377455	8.38462515	9.176488804	8.515630427	8.45811219
RPIA	7.452555967	7.320134922	7.557352095	7.511342717000001	7.720208242000001	7.830336087999999	7.473886059	6.75667593	7.38776072	7.600191846	7.6076568710000005	7.505696605	7.119842247999999	7.476833824	7.76609251	7.535233366	7.677099682000001	7.232946673	7.489483325	7.474076004	8.108596399	7.314382297000001	7.6270612479999995
PROM2	6.806538511	7.233407715	8.007046606	7.618714159	7.898254845	7.570385001	7.43418012	7.369365576	7.605627588	7.502251773999999	7.509851099	6.873172036000001	6.817904491	7.275148936	7.72856795	7.6687329889999996	7.3801781779999995	7.258288975	7.377531201	7.512081436	8.102599694	7.289288621	7.975964962000001
CNNM4	8.839237145	9.869413203999999	9.984291195	9.774960144	9.529739131	10.02246687	9.621178826	9.512346843	9.796906825	9.579874432999999	9.598511109	8.643826911	8.500406947	9.699751728999999	9.920362488	9.598558586000001	9.68888566	9.570007148	9.260524487	9.553622264	10.03815274	10.23564528	9.997852317000001
COX5B	9.81578159	10.01627578	10.40952237	10.37056357	10.18782474	10.51925567	10.3191153	10.18799626	10.29613176	10.13437414	10.49510612	9.918363747	10.00641392	10.18636531	10.37859981	10.34303481	10.3243153	9.929236462	10.35739965	10.45620525	10.69281958	10.440862199999998	10.47891067
MRPS9	6.0739256379999995	6.239953911000001	6.721332557999999	6.449200293	6.74872354	6.7262127529999995	6.494954193	6.128892533999999	6.312113237	6.381435222	6.486137652999999	6.2368760860000005	6.017324627000001	6.369233232999999	6.490523218	6.432518708	6.493424758	6.3764567670000005	6.527927353	6.373833209	7.037338656	6.4559976379999995	6.531887808
TMEM87B	8.39404002	8.766138421	8.790097684	8.796168566	9.084766711	9.17358397	9.046016723	8.625443204	8.192860169	8.676638169	8.305715966000001	8.592591053	8.144144912	9.144626039	9.003303956	8.923173403	9.012627267000001	8.834878573	9.01586198	8.716480176000001	9.42634884	9.221676354	9.116426778
STEAP3	7.246833216000001	7.291056848999999	7.941102875	7.71805547	7.702521375	7.927129246	7.518779801	7.773382923	7.962878182000001	7.740038264	7.634512517999999	7.513186636	7.472674232	7.468816173	8.243994145	8.011048916	7.881896533	7.488725219	8.037509251	7.818991092999999	8.164279666	7.498658357	7.60686987
DBI	8.015269052	8.374299791	8.595335687	8.616013347	8.693834882	8.661357764	8.473036822000001	7.954261374	8.392540819	8.487550085	8.503686614	8.255994835	7.6930581039999995	8.420864483999999	8.702206617	7.943981255	8.299500807000001	8.138922963999999	8.232356806	8.530180317000001	9.074793479	8.401549724	8.419459012
TMEM177	7.192950444	7.4148764289999995	7.613011200000001	7.687558724	7.828314617999999	7.702628217000001	7.5829965470000005	7.414365105	7.847697205	7.524035055	7.701937994	7.2907329579999995	7.574167104	7.670712971	7.829155684	7.6159230120000005	7.749792825	7.474009266	7.6662270370000005	7.975614039	7.964494141	7.60937434	7.713712057
PROC	6.295332306000001	6.600898813	6.665742517999999	6.644858459	6.4168451939999995	6.49304575	6.800440499	6.889117527000001	6.942007203999999	6.645420961	6.693142566000001	6.332228631	6.568868938	6.558878901	6.342002757	6.158258657999999	6.662243845	6.477882749	6.54509704	6.727583459	6.409057454	6.1918855960000005	6.71963949
PTPN18	8.521854759	9.030706365	9.228730779	9.004562357000001	9.307541731	8.990744537000001	8.994176625	8.933423853999999	8.900523205	8.934998644	9.086984934	8.613349628	8.581563792	8.891064253	9.295544051	9.084812604	9.055748787	8.806118082000001	9.071458271000001	8.943173336000001	9.128262317	9.123857754	9.154369422
PLEKHB2	9.451473366	9.755284307	10.05174365	9.786586711	9.87861993	9.965964962000001	9.710979171	9.45423653	9.653683933	9.495732086	9.599947678	9.640058883	9.216142073	9.605643411	9.919821427999999	9.923763524	10.22654214	9.583421172000001	9.847378171	9.749035271	10.17336605	9.911248788	9.689024239
HNMT	6.501686451	6.672357357	6.783113446000001	6.82183343	7.205094306	6.7316221160000005	6.758123565	6.626657297	6.763054487000001	6.61934785	6.699273999	6.643893942999999	6.731604301	6.732604167000001	6.790397421000001	7.080090137000001	6.8884248029999995	6.600564825	6.669616392000001	6.89666315	7.074018932	6.868497044	6.822558384
GPD2	8.183590104	8.742963147000001	9.259679196	8.774590732	8.814152051	9.402637773	9.04049776	8.53325035	8.317828124	8.709396443	8.589793193	8.303734909	7.79490673	9.177754991	9.144720937999999	8.780329902	9.281162152	8.528295519	8.906156982999999	8.490886978999999	9.190539076	9.487754061	8.883602009
PHOSPHO2	5.641655997000001	5.804854881	6.073443061	6.0506280420000005	6.257042631	6.387556827999999	6.054802852999999	5.680410499	5.954632703	5.959989997	6.080695075	5.852981477	5.400488606000001	5.887858711	6.514230422000001	6.096852015	6.386539042000001	5.780202325	5.8930487320000005	5.818635907000001	6.180416077	6.133102536	6.202954202999999
MTX2	7.16294706	7.280275623	7.610886627	7.834071612000001	7.977117519	7.884247577000001	7.767364735	7.224473678	7.286485285	7.742646916	7.4547002870000005	7.182962432	7.0919277979999995	7.91691443	7.870713792999999	7.61491357	7.807750821	7.584947022000001	7.465883344	7.558297851	8.304065367	7.745204277999999	7.7669915529999995
FSIP2	6.1490541389999995	7.248774795	7.7875267820000005	7.52484082	6.793780797999999	8.13771883	7.739860836	6.64886706	6.66104314	6.843178764	6.473968032999999	6.141638809	6.202959133999999	7.753951205	7.039504453999999	6.838575057000001	7.014227904	6.840713489	7.401434103	7.716431402	8.182198982000001	7.827060629	7.155302176
FSIP2	4.659633286	5.746233522000001	6.686073226	6.184615693	5.343700532	6.308889061	6.420950297	5.116658228	5.270994892	5.718878471	5.279534779	4.90301151	4.845058133	6.475463675	5.802997088	5.547447171	5.546365797000001	5.501226986	5.976044701	6.009479087999999	7.105236193	6.238205581	5.574279728
FSIP2	3.782005573	4.012505365	4.165431634	4.3730261530000005	4.03360767	4.277394396	4.11901123	3.9687827010000003	4.15357677	4.022068056	4.1118159069999995	3.981494815	3.9826029289999996	4.03661315	4.230865547	4.0681894839999995	3.9591349119999997	3.875389682	4.275082564	4.44990139	4.646344352	4.03331192	4.062883448
C2orf47	7.153593623	7.127759802999999	7.389921697999999	7.207343111	7.379567422	7.849970834	7.380326169	7.084115781	7.054158136	7.198547856	6.879675695	7.067952094	6.547200031	7.184292125	7.4792598560000005	7.277356651	7.637972252000001	7.060096241	7.218958118	6.8815709720000005	7.695401311	7.611207652	7.3333990170000005
NDUFB3	6.5387748210000005	6.739226735	7.054697545	6.568544846	6.8637264270000005	7.677872412999999	7.403783763	7.529742943	6.938643392	7.099938149	6.317075397999999	6.912235626	6.261954867999999	7.251943488999999	6.888111863	7.176005401	7.55084693	7.5454191360000005	6.670961547	6.817711993	7.463018654	7.418400695	6.918118033
STRADB	8.939731106	8.914830723	9.201768271	9.167370059	9.085689319	9.71281748	9.069691008	9.063117722000001	9.025831837	8.71883845	8.491217125	8.833791332	8.250033795	9.284727112999999	9.393203467000001	9.505199399	9.910563776	8.752784673999999	8.935048298	9.096973748	9.660223577	9.477710965	9.148228145
FAM117B	8.628242715	8.734741349	8.753688986	8.528774341	8.693747696	9.183577384	8.543119637	8.579578583	8.471698282	8.596638494	8.739378692999999	8.602710983	8.117543709	8.613390211	8.698277891	8.499697499	8.748590886	8.608174493	8.508404124	8.795764225	8.491246734	8.607574364	8.895151539
SPAG16	6.1068242470000005	6.512427987000001	6.527245276	6.417457499999999	6.8803073260000005	6.613800366	6.387550255	6.139388816	6.139386474	6.509007427999999	6.237376577	6.343355308	6.134281852000001	6.590407845	6.784732581	6.152519121	6.567717878	6.34047984	6.458202827	6.314766603	6.578640345	6.426963139	6.640519447999999
ATIC	8.837638808	8.517485217	8.750878691	8.581996077000001	8.970339486	9.346221674	8.721855284	8.594871513	8.4339035	8.622106909	8.558652044	8.88146119	8.237701877000001	8.964164659	9.069912546	8.76878029	9.021961517000001	8.954981757999999	8.756804382	8.555333849	9.22817736	8.90112745	8.943043008
ZFAND2B	8.449514047000001	8.792501083	8.875742509	8.931854465	8.640315776	8.399458653	8.665019231	8.642362992999999	8.998694147	8.717834014	9.008741825	8.397231221	8.504342696	8.608403171	8.827751955	8.748379084	8.715509079	8.573719872	8.636557693	8.994201145	8.733614924	8.757845321	8.764632405
STK16	7.024497006	7.031211863999999	7.310001675	7.222132901	7.340473456000001	7.386804637999999	7.202132644	7.191189521	7.132524048	7.08869169	7.053072414	7.015730485	6.925077551	7.163246117000001	7.241101166	7.255786999	7.373836527000001	7.077392406	7.230437263	7.223319307000001	7.367600315	7.280817345	7.2475629370000005
ACSL3	9.038979756	9.270142167000001	9.706227876	9.40774868	10.14939175	9.936723745	9.736003099	9.044212828	8.746220398	9.642756403	9.11881136	9.255838997	8.388728647999999	9.62890371	9.770774474	9.208136697999999	9.673955783	9.31537611	9.444800061	9.188086384	10.22239591	9.695514416	9.659287795
ITM2C	11.87298659	12.26969486	12.54171547	12.54966248	12.40380703	12.11056392	12.37704341	11.94327476	12.46477244	12.45892421	12.46753814	11.93471499	11.84029157	12.44844353	12.25166169	12.49968084	11.86121444	12.00402805	12.20596204	12.53127234	12.49072702	12.66291552	12.67739211
ALPI	7.171763967	7.448915325	7.915941362000001	7.543641113	7.324513359	7.16106236	7.757124039	8.623076605	7.81879952	7.566690265	7.534867441	7.182996064	7.32527457	7.201154592999999	8.03978204	8.322532108999999	8.183846153	7.353194622	7.345566322000001	7.4573627170000005	7.332043926	7.754420551	7.304874474
MLPH	7.382672176	8.130574018999999	8.636742981	8.412710676	8.313444127999999	8.396466682	8.205104898	7.970237309	8.641504193	8.116546077	8.281324194	7.6048388	7.438346306000001	8.281938797	8.935658218	8.712356967	8.583386164	7.861822782999999	8.276124689	8.131893846	8.53804716	8.474956432	8.46940036
GPR35	7.181609827999999	7.816063046	8.266360068	7.982348678999999	7.737426125	7.838613621	8.026423818	8.054720561	8.046804282	7.824119497000001	7.968508602000001	7.309640797	6.80340867	7.927268617	8.287641792999999	8.390415252999999	8.193929861	7.959053525	7.779063752000001	7.807514415	8.139258586	8.110071132	8.144228171
PPP1R7	9.0307099	9.119171011	9.334179566	9.206357258999999	9.245078988	9.229230436	9.111642892999999	9.034309497999999	8.95094633	9.213051846	9.141307637999999	9.06810057	8.840453706	9.100631704	9.067113453	8.935033636	9.042854335	9.234377015	8.910514552999999	9.156133701	9.2323489	9.023389567999999	9.097837642
FARP2	7.937527022	8.230906287	8.512094581	8.109253599	8.178293285	8.328387179	8.12283526	8.241551608	8.329636503	8.11760157	8.294225427999999	7.924006737000001	7.719732852999999	8.085332245	8.28152711	8.533202694	8.280986079	8.207115482999999	7.98669115	8.147647152000001	8.579245492	8.407517643	8.253053689
NEU4	6.716396965	6.701691315	7.100381947000001	6.962363871	6.939998267000001	6.633530304	6.755098962000001	6.963844448	7.18676502	6.8070047229999995	7.039712606	6.507071754	6.870694887999999	6.761852191	7.083956775	6.58122978	6.575982224	6.59417537	6.69590156	7.028430015	6.658142606	6.758223011	6.920534588
TP53I3	7.969088113	8.322222086	9.037038139	8.880620375	8.623239962000001	8.925750185	8.764795679	8.512612443	8.862628751	8.44999204	8.614445318	7.841856556000001	7.453412319	8.722988215	8.86707716	8.689856714	8.988391544	8.439247916000001	8.431871328	8.420606628	8.646506964	8.680900953	8.660351987
PTRHD1	7.8562846529999995	8.173930377000001	8.454112251	8.415976649	8.503578653	8.439848127000001	8.214752957	8.118981457	8.390843057	8.319831411000001	8.255520211	8.197860237	7.803395267999999	8.36483879	8.845850362	8.456064337	8.317418963	8.050885068	8.521860748	8.604247464	8.524170317000001	8.399770766	8.529928415
HADHA	9.643659813	9.984550927	10.12131075	10.01207735	10.02859661	10.23027835	9.87391041	9.871492156	9.743664016	9.753353773999999	9.869992225	9.788653323	9.624059933	9.97924288	10.095346800000002	9.852723322000001	10.17808383	9.699104939	9.963889416	9.981412763	10.26631002	10.05364056	9.889461815
RBKS	5.549111556000001	6.091347248	6.518196181	5.747255987000001	5.919625695	6.623656033	6.074087877	6.595074985	5.99867547	5.840356311	5.889338241	5.9657737179999994	5.713174412000001	5.941858865	6.682256317	6.761921666	6.924277007000001	5.8365022170000005	6.060187299	5.86280504	6.138203042000001	6.319856763	5.802349909
LRPPRC	8.919757247	8.78258656	9.118171811	8.927206576	9.573120956	9.77477741	9.119259683	8.862107038	8.358864582999999	9.083313758	9.079135776000001	9.065746458	8.705351849	9.057259176	9.405971774	9.295812506	9.38860096	9.004491037000001	9.343069253	9.133384637999999	9.767521639	9.347429297	9.408981163
PIGF	6.2431494270000005	5.646939005	6.0898428970000005	6.399747302000001	6.3351869679999995	6.868766142	5.937996223	5.697268155	5.346859825	6.257890475	5.74677836	6.024256544	5.773736147	6.451559265	6.6715204429999995	6.635837994	6.674256503	6.32034843	6.110894255	5.846718087999999	6.65363102	6.288432278999999	6.233430829
MTIF2	6.9110369810000005	7.181848642	7.610336069	7.26553822	7.68326333	7.812172702000001	7.445553309	6.973143883	7.146565568	7.256164624	7.082235307	7.258624544	6.786002546000001	7.446772855	7.74517873	7.504212595	7.780456366	7.247850028999999	7.450649211	7.239141211000001	7.9364395320000005	7.380427375	7.6274886870000005
GFPT1	10.75280723	11.00850197	11.42938401	11.05007797	11.474267900000001	11.34657676	11.23249017	11.01302274	10.57960632	11.09353894	11.0310242	10.85190065	10.35808426	11.13612109	11.32068832	10.83918274	11.41687044	10.99514675	11.17975984	10.980735000000001	11.5360737	11.31834779	11.3123735
TGFA	6.493472279	6.902958074	7.264864201	6.699826271	6.624496628999999	7.769456322000001	6.945155976000001	7.4715152179999995	6.984877958999999	7.112534161	6.460472645	7.011782442	6.598597657000001	7.253715937000001	7.094982282999999	7.525400251000001	7.49927305	6.781303277	7.56102836	7.072094159	7.6040900879999995	6.820483422000001	6.810091664
NAT8	5.240883605	5.4271227810000005	5.423070631	5.337653885	5.465176518	5.42291657	5.256914253	5.900842676	5.4537000429999996	5.383446959	5.2412964330000005	5.127184522	5.402475399	5.226495541	5.515033858	5.406148161	5.201329016	5.015608846	5.2449422839999995	5.424196922	5.446058749	5.212212265	5.414070977000001
BOLA3	10.09143958	10.18476988	10.56207667	10.58937055	10.51551084	10.76759609	10.62045253	10.40289834	10.35841914	10.40795803	10.32749645	9.995508568	10.019883199999999	10.42880779	10.74076104	10.20153707	10.32011137	10.30601731	10.41155728	10.42962689	10.58035519	10.3016642	10.42702646
RTKN	7.4584948529999995	7.414942476	7.819387711	7.660762932999999	7.707148247999999	7.922053162	7.785429818	7.8191104110000005	7.872134708	7.677134854	7.9966530360000005	7.361660979	7.431678167	7.711971905	7.994198382	7.971916074	7.707968964	7.627460299	7.86946479	7.799643185	8.151727000000001	7.708795211	7.876912859
DQX1	6.328086632000001	7.183948197	7.967908283	8.012940582	6.4301458579999995	8.085740206	6.871447504	7.839085255	7.986571897999999	6.88688686	7.337226483999999	6.708477188	6.671909113	7.355859979	8.905003423	8.446089804	8.480768141	6.602040368	7.5589485970000005	7.599120015	8.468255246	7.608176524	6.697443794
SUCLG1	8.731104886	8.986600453	9.348388859	8.902848805	9.568383758	9.764400367999999	9.186956602	8.701777387	8.879113359	9.145322859	9.145591854	8.903199395	8.354380685	9.04611567	9.319685074	9.019368453	9.431856921	8.945057092	9.228708324	9.36539547	9.816104073	9.290808314	9.406699639
RETSAT	9.144798409	10.04025945	10.49959082	10.10633018	10.13936165	9.960100857999999	9.950196868999999	9.720738472	10.40380573	9.987848181	9.768386777	9.348755705	9.387716421	9.989762439	10.49584503	10.62584571	10.31018007	9.614258042000001	9.757390823	10.23779435	10.63617365	10.3698573	10.03969219
IMMT	9.46367603	9.507690252	9.884240868	9.705777065	10.00575577	10.06080575	9.729234764	9.546829123	9.368429461	9.609984877	9.650121665	9.684204673	9.464613052	9.700622061	9.937478171	9.668879251	9.887189838	9.533578666	9.797860873	9.905514721	10.31257251	9.842255762999999	9.750695436
KRCC1	7.845803761	8.327641861	8.559946972999999	8.138651161	8.28670792	8.527420091	8.557608603	8.010272839	7.996503487000001	8.112616878999999	7.992359078	8.090346837	7.326812242999999	8.658057377999999	8.19216336	8.247421542	8.457110551	8.374797657	8.100008915	8.392970612000001	8.733688357	8.908205045	8.225875824
FABP1	8.494598414	10.21069572	10.31576278	10.10246194	8.986973877999999	10.20149489	9.617262531	9.93209686	10.289124800000002	9.67862539	9.79182931	9.235747665	9.184163615	9.923963591	10.18236146	10.48574199	10.28177032	9.416073452000001	9.137529039	10.07616792	10.55021401	10.40444218	8.582672168
MRPS5	8.569080863	8.480624064	8.866097809	8.820409407	8.656235974	9.123275861	8.737209479	8.395869451	8.539681011	8.857272015	8.761692337000001	8.556711385	8.302320133	8.713458153	9.136967026	8.747086002	8.873884132999999	8.651713705	8.789637715	8.711496733999999	9.170313095	8.806116312	8.82565612
MFSD9	6.919469671	7.2942548810000005	7.59204305	7.619698226000001	7.61370225	7.820430346	7.5836626439999995	7.284601175	7.389626876	7.3561488839999996	7.2890023379999995	7.057762563	7.106020051000001	7.426880112999999	7.692532073	7.654701031	7.894717125	7.422943766	7.235716117000001	7.415012906	7.992347667000001	7.766886544	7.317330215
TFCP2L1	9.101469045	9.397814052000001	10.049683400000001	9.942548689	9.825002136	9.693702081	9.623048911	9.249900018	9.574713855	9.451136766	9.617461076	8.571287647	7.873753305	9.532703823	9.853372573	9.812772803	9.760977237999999	9.288926747	9.192916742000001	9.629404982999999	10.03554132	9.686957401	10.28697182
ACVR1C	6.732760446	6.963863581	7.271471292	7.477084296	8.147429471	7.179989552	7.886330771	7.124316345	6.964744331	7.22045804	7.617430135	6.814199099	6.7176053079999996	6.906796207999999	7.459601215	6.989808598	7.2780981879999995	7.149851293999999	6.856330346	8.028941875	8.491557837	7.802148814	7.759023318
SCN9A	5.102828728	4.952406403	5.029868358	5.031300556000001	5.424289202000001	6.125893791	4.861846536	4.997469379	5.431410886	5.5164537639999995	5.559589831	5.082380695	5.114901516000001	5.241435082	5.83474628	4.7379590369999995	5.441380682999999	4.714639406	5.871196676	5.599732409	6.73853556	4.546212931	6.08772585
STK39	8.833995300000002	9.560142949	9.712413123	9.372629563	9.1996695	9.910164546	9.424318935	9.581404497000001	9.73095682	9.06190198	9.446935367	9.287171127	8.561984176000001	9.60420979	9.966223261	9.858363908	9.878909125	9.345039443	9.453093131000001	9.522661382999999	9.545562306	9.68866715	9.477126181000001
ABCB11	4.516376212	4.983981855	5.254316027	4.876398723	4.822228197	5.158051667	4.955978414	5.139926631	5.035554075	4.545031975	4.746259154	4.605022215	4.722265031	5.309675349	4.969436938	5.047973752	5.210222156	4.782408289	4.823842135	5.052190907	5.249132554	5.3666125	5.1034138019999995
FASTKD1	7.015592343	6.709727513	7.2828405620000005	7.194547971	7.287254702	7.560919827	7.256911518	6.491735685	6.656350773	6.846602084	6.706517202000001	6.815010699	6.487983882999999	7.141569587	7.24823828	7.21923722	7.334716153	7.0913456329999995	7.213606647000001	6.960093255	7.95601627	6.96064673	7.182912437000001
ATP5G3	6.793311086	6.895609395	7.462014422999999	7.128822383999999	7.179268877999999	7.155768172999999	7.15171477	6.82585804	7.153024687	7.031183083999999	7.200163452999999	6.964725914	6.887755727999999	7.107883682000001	7.290411666000001	7.207062444	7.332466445	6.853768511	6.903000382	7.24847341	7.392717546	7.12533574	7.233503679
TTC30A	6.080047672999999	5.953118208999999	6.721802832000001	6.300246834	6.755176098	6.098946731	6.24060968	6.1120791279999995	6.262935712999999	6.322161972000001	6.381251033	6.23602383	5.941269652999999	6.535244165	6.420999625	6.342122562	6.636186712000001	6.10437224	5.672083225	6.166007656000001	6.618944421	6.297751998	6.230776881000001
HIBCH	7.205476783	7.36448376	7.336113561	7.386877244	6.920361397000001	7.773597725	6.875090029	6.746092435	6.396785583	7.234326138999999	7.106964304	7.032350312999999	6.414511437000001	7.141420843	8.190319784	7.9317356420000005	7.681428989	6.6001384089999995	7.445997267	6.678998401	8.368318483	7.911382295	7.980139752
SATB2	9.151461005	10.16690366	10.23112682	10.37378529	10.64911044	9.810688514	10.04919912	9.608844067	10.14824847	9.949137686	10.52553359	9.307018432000001	9.096159536	10.03878573	9.697177252000001	9.686653867	9.35530122	9.645198736000001	9.284700994	10.624647999999999	10.69840434	9.950103581	10.86363059
NDUFS1	8.688755924	8.744219784	9.258386031	9.132800458	9.391908931	9.500794479	9.062263253	8.690238343999999	8.676135823	9.027320699	8.864977668	8.831388917	8.633378973	9.036086226	9.290930759	9.035529241	9.332665981	8.90737766	9.102403945	8.989246016000001	9.762271623	9.247407924	9.107646191
FZD5	7.995379517999999	9.338323857999999	9.593463845	9.447705155	9.455340892999999	9.320689012999999	9.300749137999999	9.083869476	9.345368698	9.274672042999999	9.221594054	8.598499296	8.089888144	9.170232703	9.395611664	9.251272334	9.322209156	8.916503287000001	8.946883971	9.391019467000001	9.698060375	9.316258187999999	9.620844468
IDH1	9.530510047	10.00415136	10.37504367	10.10243198	10.5020581	10.59251076	10.10248468	9.666275372000001	9.565872107999999	10.12376558	9.800508732	9.968398736000001	9.24048085	9.918726872999999	10.42865613	9.7497199	10.38234104	9.822751987	9.892141719	10.01340872	10.60208184	9.988162155	9.832178832
PECR	6.483019003	6.491406147	6.853676484	6.884291741	6.9553113920000005	6.937311583	6.868678928	6.6161680810000005	6.693953106	6.704612591	6.765722843	6.570587555	6.273997727999999	6.555935747	7.00330224	6.8636519520000006	6.88378899	6.523765569	6.470321755	6.600055017000001	7.452842856	7.032972741	6.766507677999999
AAMP	8.388308889	8.151945891	8.530187225	8.35605765	8.616532803	8.904736316000001	8.691187717	8.362938935	8.253574135	8.222347263	8.236849816	8.202780126	8.087562709	8.3616836	8.763806034	8.652711517	8.707351759	8.636524062000001	8.404697353	8.333729437	8.937396541	8.4344222	8.454012192
IHH	7.063474246	8.446813233	8.527991881	8.345370322	8.362854415	7.625322352	8.332553172999999	7.830979924	8.276777852999999	7.93586806	7.927741527999999	7.416244484	7.44626085	8.000228375	8.008502313	8.439630797000001	8.117406895	7.495925274	7.52695013	8.571839192	8.553466415	8.252592533	8.610704408
NHEJ1	7.04209485	7.295802279	7.411862907000001	7.298377825	7.383817125	7.530244745	6.989563324	6.921873799	6.691688151	6.962875447	7.32925737	7.106702225	6.881715934	7.03687302	7.142547577	7.313840998	7.374379265	6.917278467	7.15699714	7.375555469	7.951876875	7.287338837	7.5217796539999995
CNPPD1	8.609237252	8.835427187	8.783148225	8.821683297	8.464027173	8.723341599	8.833360723	8.693341361	8.657698209	8.584242058	8.742986988	8.510883782999999	8.161305676	8.721445525	9.021661506000001	8.85043028	8.759525659	8.669071143	8.486091731	8.880484365	8.666702835	8.993056113	8.800973442
FARSB	9.034855203	8.687443926	9.140987154	9.019519807	9.510030933	9.860825084	9.071510808	9.17998439	8.666207855	8.898065577	8.753966298	9.13098949	8.556926039	9.229023404	9.481688096000001	8.944533527	9.703889848	9.07450932	9.326492304	9.077336496000001	9.443313381	9.26291235	9.34278843
NDUFA10	7.9492415460000005	8.193041465	8.524163142	8.494647972000001	8.508569511000001	8.234628594	8.301722246	8.014288358	8.184602982000001	8.316698059	8.544129848999999	8.036297555	7.704710836	8.128986272	8.714038364	8.384589976000001	8.388367098	8.08399669	8.396768863	8.39171834	8.533364312	8.239411772999999	8.469584934
THAP4	7.608906091000001	7.876607341000001	8.193452268	8.167114285	8.096861182	8.235037369	7.709862843	7.851205265	8.072878242	8.151975301	8.100447077	7.870832012999999	7.775393969	7.74448722	8.155879787	8.313362332999999	8.107764462	7.739994089	8.264347812999999	8.285550381	8.364892478	8.075928903	8.152933426
ITPA	6.999989423	6.9071827070000005	7.024652388	6.959120404	7.12957074	7.133177183	6.922886598	6.8686993670000005	7.016276969	6.795422596	7.085216658999999	6.944269082000001	6.8022485260000005	6.958166017999999	7.2796316910000005	7.173300165	7.1129228939999996	6.819946435	6.906956727000001	7.095982865	7.009229274	7.0213578739999996	7.025157139
MAVS	8.040254097	8.557025521	8.732208735	8.533587814	8.219074848	8.270673165	8.265679566000001	8.459004913	8.611074905	8.274015934	8.333736124	8.086585584	8.242433317	8.426167737	8.713749073999999	8.62781127	8.325493907	8.208258921	8.258585729	8.555373289	8.846547569	8.543657985	8.738684087000001
CRLS1	7.521007533	7.206593947999999	7.402770079	7.353963998999999	7.617218917000001	7.681856381	7.692002763	7.236666061	6.9196726989999995	7.219484952	7.137568125	7.438061342999999	7.1213551829999995	7.400043322	7.444069681	7.45318848	7.601209937	7.508767515	7.392229888999999	7.292414179	7.593700565	7.3340591	7.530063721
PLCB4	7.006505688	7.140664726	7.6717318489999995	7.704809285	8.338219791	7.198509639	8.156622882	7.577412001	7.952759995	7.690042212000001	7.705270314	6.928559036	6.45620136	7.794651256	7.572539024	8.382277173	7.140414627	7.262588528999999	7.752129782999999	8.28274231	8.629918529	7.613593673	8.341264442
ENTPD6	8.650595244	8.970396628	9.397070327	9.080154401	9.393975627	8.98544494	9.170752116000001	8.909654436	9.292548985	9.150522044	9.130237942	8.554939507	8.264129147	9.155101402	9.449187571	9.672165793	9.303412737	8.840134507	9.166081846	9.043489937	9.473468192	9.279990096	9.317218686
PYGB	9.674462121	10.37766331	11.08126611	10.1401353	10.8683677	10.64288693	10.6932918	10.49041219	10.467963699999999	10.44443094	10.456571499999999	10.00804694	9.662854142999999	10.43256471	10.43740565	10.61570024	11.10789405	10.36237609	10.66225515	10.34777436	10.29586224	10.45612188	10.39780283
CHMP4B	9.010503007999999	9.294240856	9.475504617999999	9.493279495	9.228383486	9.17874675	9.38101175	9.15337421	9.315854798	9.277159392	9.460347276	9.140453635	9.062284172	9.493998455	9.430200105	9.28953587	9.331590671	9.098331086	9.303064426	9.494921365	9.244642565	9.516506424	9.576401537
ACSS2	8.046606142	9.739218492000001	9.997716068999999	10.02659571	9.568161407	9.0137464	9.338179794	9.107973848	9.651473287	9.492570322999999	9.923731068	9.019016473999999	8.536505369	9.340264672	9.895893632	9.766370582999999	9.640886779	8.929347184	9.409654042	9.876686864	10.33425023	9.760050573	9.726521278
EPB41L1	6.391809968	6.8441051029999995	7.333557344	6.6700558370000005	7.089992369	6.990667597000001	6.74509018	6.788334204	7.136754454	6.72833523	6.6388232160000005	6.422806112999999	6.8349565729999995	6.874671199	6.747110492000001	7.2531789479999995	7.003743501000001	6.7597127729999995	6.891241088999999	6.970291909	6.908918382	6.8571837239999995	6.872324308
SRC	7.645502761	8.321508396	8.47666068	8.16733989	8.200363142999999	8.055412857	8.379447249	8.342963086000001	8.478907958999999	8.169369657999999	8.111137422	7.978281814	7.780121107	8.165873522	8.467846189	8.605004122999999	8.438787285	8.115245948	8.131613651	8.179344212	8.311900999999999	8.325915192	8.324218461000001
