Name	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes
ANG	7.811999029	8.255242711000001	9.011533539	8.723179399	9.110424047999999	8.260334103	8.809568262	7.876776779	8.657504143999999	8.648983762	8.442665387	8.023983227999999	7.332604525	8.757995331	8.893404119	8.295727183	8.617478451	8.316584133	8.454915611	8.804088372	8.897401512	8.92611037	9.175753285
SLC39A2	4.509293339	4.456186066	4.926264591	4.6542635489999995	5.177104087	4.516569421	4.797682896	4.767853373	4.888308295	4.5437940160000005	4.765401545	4.6256334930000005	4.78253917	4.618794576	4.859390327	4.5973019619999995	4.6285294210000005	4.629181055	4.596630533	4.813994269	4.882533256	4.607794448	4.759754114
DHRS4L2	7.326761919	7.609937887	8.075672874	7.9100862979999995	8.050755232	7.570340757	7.671561366000001	7.382675606	7.699014151	7.80706203	7.94951657	7.481010907000001	7.387802651	7.8619927370000005	7.93519536	7.4924567589999995	7.668791301000001	7.541612207000001	7.592442209	7.829327497	8.430756629	7.594455257000001	7.856221667000001
DHRS4L2	7.463446918	7.665567206	8.067166149	7.93998249	8.078274617	7.665649281	7.693202665	7.491666701000001	7.662964722999999	7.788257227000001	8.032245877000001	7.574458176	7.420176122000001	7.922971684	8.017267359	7.463149903	7.702210846	7.605033069	7.593168375	7.930219921	8.424872608	7.690880172000001	7.899450138
PCK2	8.007688085	8.297578918	8.542741185	8.451319164	8.43282821	8.025407083	8.404067518	8.048130452	8.454704805	8.340228536	8.455266007	8.055610287999999	8.061358996000001	8.244829806	8.196167751	8.324062128	8.276414106	8.134156176	8.173429797999999	8.592981623	8.706943338	8.471273826000001	8.494736097999999
NUBPL	6.302655517000001	6.458209336	6.753284192000001	6.842638652000001	7.2037853	7.104557005	6.545902086	6.426446485	6.158927052	6.479544691	6.625086081	6.427578072	6.408220364	6.462385567999999	6.846744195	6.4552616160000005	6.7819360589999995	6.636277668	6.714636471	6.537462872000001	6.944409845	6.80718922	6.898028569
FAM177A1	7.1884015560000005	7.270609154	7.4503026	7.53030393	7.594483391	8.066840913	7.609353936000001	6.78523623	6.841390914	7.462641681	6.639340267000001	7.465811369	6.408452715	7.598826496	7.741942879	7.592368522999999	8.086615548	6.985292052	7.772588933	7.024397917000001	8.25016886	7.790504212999999	7.513808421
CTAGE5	6.975978252000001	6.9249475689999995	7.47640828	7.291662965	7.2777168979999995	7.173696501	7.200590192000001	6.9786361910000005	7.0737895260000005	7.119321592	6.866565448999999	7.041587971	6.472679809	7.282787973	7.534821026	7.495625358	7.451444062	7.009810852999999	7.228259137999999	6.964405387	7.467318099	7.560238245	7.463506163
LRR1	6.353394542999999	6.664649314	6.591498835	6.836494512000001	6.893199028	6.797613243	6.743444094	6.371928822	6.287255547999999	6.495164934	6.338049865	6.533388316	6.019607016	6.560686411	6.763788815	6.478566838	6.730982621	6.819176793	6.412881333	6.512899689	7.125333532999999	6.88920305	6.335044636
LGALS3	10.03592637	10.70864799	10.92430954	10.742838800000001	10.50186196	10.87013177	10.75521146	10.43993104	10.77395965	10.14225604	10.79596948	9.969996322	9.887148924	10.82260098	11.03511724	10.55610209	11.19585382	10.47818255	10.43373073	10.35796645	10.548001199999998	11.0198128	10.732111
FBXO34	8.308578454	8.835727579	9.414658142	9.388147391	9.101268653	8.808714811	9.058318464	8.546697853	9.100965287000001	8.883650853999999	9.449534952999999	8.527921628	7.885418963999999	9.258245262	9.272890439	9.075830022	9.004355072000001	8.821696822	8.890434346000001	9.261534138	9.153813931	9.413634256	9.349708717
AKAP5	5.241575319	6.143371224	6.382274138	6.346024681	6.676301246	5.156987422	6.203583694	5.1172085460000005	5.7349926710000005	5.9126304460000005	6.3187364210000005	5.9308375689999995	5.203270775	6.173570094	5.750801018	5.973540251	5.306084086	5.730381924	5.6126618960000005	6.25471811	6.483365839	6.124671946	6.366290461
PLEKHG3	6.494204696000001	6.916171955	7.311577321000001	7.0431394560000005	7.055140415	7.076115389	7.119023266	7.103655032000001	7.047013381	7.042655817999999	7.049150585	6.889311407999999	6.754499151	6.821140235	7.225030433	7.3654891860000005	7.185980752000001	6.907791777999999	6.96397009	7.003931493	7.142901672000001	7.103630702	7.123032362999999
PLEKHH1	7.066947308	7.860859554	8.197100282000001	8.083508381	7.889839898	8.06329188	8.031247207	8.200954564	8.546115527000001	7.91830478	8.19355604	7.143536738	7.032383779	7.8090250370000005	8.56638171	8.528985205	8.25405935	7.50798622	7.856788152000001	7.990628563	8.41108151	8.234429937	8.192294169
ACOT2	7.904792532999999	7.803155683	8.105899399	8.296479225	8.41236297	7.866513757999999	8.055853522	7.452887963999999	7.903945082000001	7.954109052000001	8.070071141	7.861798557	7.701994872999999	7.5972528520000004	7.6392977570000005	8.215509745	8.190181711000001	7.933349379	7.763857791	8.095813253	8.156935439	7.90533485	7.980026845
PTGR2	6.104398156	6.2616685610000005	7.071808158	6.489237814	6.773573278	6.0721043020000005	6.105389992999999	6.0839520689999995	6.648172792	6.26034559	5.777542381	6.3168387610000005	5.505570624	6.498210102000001	7.036694637	6.850627522999999	7.201450022	6.400857683	6.655966074	6.533330564	6.207044268	7.205968603	6.497524668
ISCA2	7.622940813	7.730655357000001	7.835261497	7.856708949	7.88000103	7.740170882999999	7.920701308	7.8849508770000005	7.8301967029999995	7.820603396	8.037477078	7.709240557	7.582824549	7.747285699	7.6782308939999995	7.531038481	7.522097656000001	7.885598076	7.6052955970000005	7.935953642	7.941367812	7.548186808	7.909774635
TMEM63C	5.165835808	5.12812148	5.174803802	5.332199397	5.3360737789999995	5.077647641	5.111729164	5.444546573999999	5.310040379	5.380067174	5.3227085469999995	5.107499016	5.606389963	5.1571225389999995	5.12375942	5.461850605	5.008513597	5.054839775	5.195298908	5.635929194	6.475794648	5.218940091	5.346110868999999
GSTZ1	6.38448221	6.498620744	6.8647040839999995	6.983415255	7.047087125	6.874105595	6.737747216	6.504291287999999	6.609913095	6.62060008	6.807033917999999	6.568692696	6.282643345	6.541220833	6.9995448620000005	6.757885087999999	6.792739664	6.59799069	6.700717298	6.774235001	6.706859259	6.946431841	6.801127127000001
ADCK1	6.503706143	6.677704159	7.1127062720000005	6.939527026	7.167251827	6.90866345	6.589417533	6.802886287000001	6.7417817289999995	6.822450631000001	6.863669152999999	6.687398111	6.810750185	6.73026333	6.999311647000001	6.901953548	6.842402236	6.71783025	7.12273117	6.855617512999999	7.393544562000001	6.944868506000001	7.0900468210000005
GLRX5	8.281217489	8.423685815	8.673366448	8.561489566	8.634896555	8.496009908	8.471231026	8.344897131	8.497957912999999	8.493913704	8.561846355	8.311376371	8.397963117	8.515260338	8.484333439	8.291068656	8.355435116	8.369548359	8.392763395	8.760288794	8.557410061	8.516359378999999	8.413688611
AK7	5.004175023	5.332914373	6.338626088	5.869984885	6.086618139	6.278547577	5.55915288	5.528915358	5.443968164	5.758326822999999	5.364288175	5.359052322	4.823806088	5.727276408	5.8486023110000005	6.023906602	6.559208089	5.427690722	5.523385596000001	5.335900057	6.247472104	5.878879104	5.553796137999999
BTBD6	8.173667378	7.990131757	8.440485348	8.264330343	8.464536777000001	8.307327708999999	8.159282232	7.7241571129999995	7.932237374	8.399792667	8.228526905	8.028519047	7.962180005	8.281889712	8.370517538	7.950139722	8.471557637	7.8128084410000005	8.184718288	8.245987839	8.558964007	8.515662667	8.231668127
ZNF219	7.0115345620000005	7.338990394	7.79047677	7.501067074	7.334812701000001	7.454975459	7.462656282999999	7.315846093999999	7.647428562000001	7.306028721000001	7.408850072999999	7.0686267560000005	7.036394153	7.301071207000001	7.4392021260000005	7.671139445	7.164914444	7.171487439	7.350790977000001	7.537717372	7.411260766	7.413466012000001	7.453071397
C14orf93	5.811201219	6.214358849	6.264455916	5.958743946	6.171020994	6.030543719	6.078109916	5.932043318	5.992868252999999	6.045563711000001	6.163083771	6.089237742999999	5.866109603	5.89044084	6.104338804	6.134041772000001	6.196477711	6.033438462	6.043472749	6.0697621260000005	6.405160165	6.003936982000001	6.045478057
AP1G2	8.287646442	8.819527461	8.831416463	8.804654726	8.611838233	8.310003755	8.382467696	8.40467007	8.900360679	8.368184978	8.777989473	8.162380418	8.311884652	8.497152951	8.803964061	8.864195215	8.437814795	8.536182937000001	8.466939635	8.432496152	8.929278729	8.629883742999999	8.818162026
DHRS1	7.588361571	7.703280401000001	8.148816039	8.204727396000001	7.87808984	7.829918862	8.201648338	8.193804162000001	7.854871902	7.340600042999999	7.699720281	7.691106549	7.5586789	8.03977518	7.40264701	8.064801631	8.394667967	7.846734059	8.069982015	7.659064428	7.789071904	7.908796555	7.935042991
RIPK3	7.283419900000001	8.049048355	8.042339873	7.864520659	7.653091068999999	7.76341957	7.7384518589999995	8.177660567	8.181105081	7.567665081	7.89908969	7.4425680739999995	7.391228247000001	7.856554803	8.108920969	8.243847608	8.079807345	7.732653226	7.895330464	7.742481424	7.91695797	8.149453624	8.137343602
EGLN3	9.672054729	9.999885713	10.50821901	10.09894512	10.5126075	9.3312614	10.83126433	9.944803017	9.972384042	10.31240896	9.839965418	9.678933625	8.272284499	10.70677222	10.19611161	10.05086149	10.09861959	10.35340181	9.677078385	10.47784941	10.30706723	11.17315084	10.87303673
EAPP	7.803041938	7.57342137	7.730078267000001	7.67166869	7.839505701	7.8548352910000006	7.887362966	7.314174959	7.461556508999999	7.528313882999999	7.621063766	7.83467849	7.47080668	7.961586937000001	7.727872065	7.841442457	7.909582478	7.688602593	7.752948987999999	7.808017542000001	8.004112258	7.98276846	7.94676388
RPL10L	6.575663187999999	6.663192917000001	6.633287502000001	6.682386104	6.7389611039999995	6.247859152999999	6.649518564	6.648617829	6.780641185	6.675901701	6.691388913	6.541610907000001	6.6536807620000005	6.5020273710000005	6.569146127000001	6.586771541	6.717901877	6.4532666139999995	6.423606832000001	6.778975152999999	6.45052588	6.327363365	6.878764909
L2HGDH	5.890398256	5.720502188999999	6.204656957999999	6.017477046000001	6.171569441	6.033149736	5.999625201000001	5.981450045	5.791776262000001	5.767117272	5.8677407189999995	6.072976345	5.576432216000001	5.908057771	6.302886684	6.097931009	6.056803894	6.086957892999999	5.904180081	5.73162398	6.45311788	5.948904107000001	5.900765025
CDKL1	5.4525503120000005	5.64955902	5.823321754	5.870348915	5.786126818	6.03666211	5.807924514	5.687324099	5.794965115	5.681291823	5.913889383	5.378321848	5.269773889	5.850208589	6.207744054	5.447210131	6.071937257999999	5.7082659410000005	5.824623374	5.716494201000001	6.196108603	5.744472438	6.112887111
GMFB	7.7982166610000005	7.803161892	8.248099124	7.949715591	7.967078817999999	8.555042756	8.059152823	7.584962501000001	7.370837971	7.65044887	7.352562366	7.924997299	7.518764916	7.873578254	7.981929125	8.021035534	8.346199622	7.6539031060000005	8.204807978	7.767491431	8.246887712000001	8.157454417	7.827664261000001
VTI1B	7.958294722000001	7.958978237999999	8.301108477	8.122182322999999	8.17266327	8.451810265	8.135167078	8.102867164	7.799312356000001	8.163212943	7.8160722289999995	7.909718152999999	7.6844675229999995	8.18855308	8.044722621	8.081314062999999	8.370921625	7.944599475	8.106306699	7.952799357000001	8.636619643	8.201358334	8.256545317999999
SYNJ2BP	8.022471442999999	8.161349197	8.484082501	8.419347004	8.544320909	8.422855633	8.410707924	8.084669406	8.210517072	8.208619874	8.196559205	8.04781171	7.7535731089999995	8.379855187	8.406208899	8.537518326	8.726446544	8.169411713999999	8.316639095	8.391921907	8.852101505	8.353054862999999	8.562611719
DPF3	5.889129228	6.002473912	6.075046235	5.959660369	5.910447303	5.750261172999999	5.722891832	6.07684397	6.161155722999999	6.084238106	6.167827888	5.754771314	6.107459746	5.705198901	6.11563792	5.804556558	5.640531032	5.9282663410000005	6.06558147	6.2137301879999995	6.116865692999999	5.588465772999999	6.128156415
ENTPD5	7.587510179	8.621983542	8.799655337999999	8.74362139	8.618970065	8.482955262	8.633561123	8.230531519	8.239068499	7.793526612000001	8.145124268	7.91376405	7.569488163	7.958448816000001	8.565214947000001	9.172153856	9.156940221000001	7.940087639	8.270374752	8.535433796	9.094924635	8.657430545	8.494665182
ALDH6A1	5.215520558	5.221148401000001	5.285161598999999	5.223858099	5.827284452000001	5.51967992	5.497863529	5.088164198	5.175514374	5.569977027	5.172343266	5.172447195	4.91536007	5.30460394	5.418708481	5.367667363	5.389745153	5.230271455	5.779767037999999	5.389279864	5.833416027999999	5.28727852	5.7343193139999995
ALDH6A1	8.109479188	8.255514593	8.641276732	8.443434547	8.928728807	8.340389511	8.484935217	8.200282462	8.26237691	8.572722659	8.552249397	8.157098632	8.091840496	8.171346177	8.483484549	8.473442551	8.529368116	8.116157526	8.564637142	8.583721284	9.138742549	8.37258307	8.998558323
C14orf142	7.767274101	7.903452812	7.9751191210000005	7.90927501	8.146416407	7.9003847270000005	8.052340682	7.802717902	7.59622946	7.910633765	8.061830967	7.868381929	7.655586732000001	7.952134507999999	7.947794581	7.90423338	7.905033272000001	7.931888812	7.9105571889999995	7.979539894	8.345641575	8.006539072999999	8.014092854
CLMN	8.775712447	9.185680172	9.621909114	9.360381891	9.412321617	9.040592238	9.358522432000001	8.799744849	9.231192317	9.394786094	9.421204496	8.729459352000001	8.187120362	9.481656689	9.343153584	9.234229498	9.075924498	9.01458565	9.053388173	9.387996914	9.634995899	9.44228002	9.794789358
CCDC85C	7.146033487	7.487475749	8.088215969	7.8420189	7.84422629	7.462817514	7.646863767	8.053960507000001	7.83751543	7.896893519	7.7783893	7.322766714	7.432205825	7.746450047000001	8.039693867	7.510796517	7.580210139	7.588467831	7.42185976	7.9380107660000006	7.860840898999999	7.924329387999999	7.759482585
CCDC85C	6.894116574	7.605001975	8.12391331	7.410326477000001	7.509373084	7.370475766	7.458066494	7.866881871	7.250784157000001	7.556427586	7.420414137000001	7.047183669	7.235245148	7.528616142000001	7.891963695	7.59329765	7.697705091	7.574799071	7.664616982999999	7.590492939	7.957235801	7.414408722999999	7.59069977
DEGS2	8.482949724	8.690154991	9.185121029	9.010838122000001	9.06787137	8.745876985	8.680321532	8.928357075	9.082181534	8.968630937999999	9.062960336	8.54665429	8.625642298999999	8.692554207999999	9.013259283	8.793441576000001	8.736750084	8.57849328	8.802244088	9.19305335	8.724723463	8.739668142000001	8.903573344
ANKRD9	7.366363306	8.102504385	8.493927259	8.197138536	7.897216749	7.840473202999999	7.88911437	7.871977597000001	8.423969914	8.051240976	8.236349288	7.60195414	7.701690892	7.7834109389999995	8.196611431000001	8.225748907	7.88558523	7.818587053	8.035593674	8.395789715	8.121630738	8.131921313	8.074928352999999
CKB	8.669399269	10.67892363	10.3949632	10.39513257	10.0353329	8.982250571	10.56247605	8.150634993999999	9.03091276	10.67039833	10.98821131	9.607505059	8.265813604	9.677101403	8.675441097	10.18216761	9.408991136000001	9.675281175	10.06672942	10.71902433	10.18224294	10.39603192	10.47706947
C14orf2	8.361390177999999	8.528795321	8.95733536	8.807185878	8.924546139	9.011949263	8.863429352	8.425182218	8.699374726	8.715438800000001	8.84534169	8.606444523	8.12339949	8.765422184	9.155783303	8.966626374	9.008492567000001	8.544509351	8.95705509	8.417979699999998	9.310564247	9.048879119	9.186536238
DISP2	7.05001219	7.946990402000001	8.121418741	7.875545484	7.325003716	7.215501895	7.479258005	7.568933979	7.579795729	7.417684376	8.156637385	6.881159995	7.160743619	7.6554691429999995	7.3845858920000005	7.084048611	7.097217665	7.507049728999999	7.610054401	7.711914577999999	7.362381975	7.666833486	7.616750852000001
IVD	7.603204796	7.5994251660000005	8.231205064	7.923573583	8.274061305	7.973024558	7.825902282	7.538274557	7.646966902999999	7.867602641	8.10664073	7.687203087	7.343095421	7.614223325	8.150648627999999	8.225126368	8.03099861	7.555439644	7.733009631	7.91993242	8.586823414	7.598730649	8.165510147
RPUSD2	6.738283927	6.909822601	6.883610305	7.015386977	7.106883337999999	6.902636127999999	7.166126297000001	7.020492375	6.809534016000001	6.973177787000001	6.987863356	6.7803092739999995	6.881484062	7.002375187999999	7.085247786	6.814408692000001	6.659260787999999	6.994824972999999	7.006624672999999	7.185861768	7.246744947000001	6.846785315	7.020332644
SPINT1	9.223479581	10.2343121	10.56781117	10.37681919	9.94793937	9.807738736000001	10.10346071	10.09005749	10.37454735	10.12679709	10.13803348	9.576763766000001	9.261558671	10.36634476	10.20763251	10.434000000000001	10.20535373	9.971030128999999	9.849433355	10.4615013	10.08717404	10.47912797	10.37323198
ITPKA	6.801181215	6.933955336	7.476566127999999	7.234676975	7.009568955	6.745704581	7.090412745	7.172058759	7.458257907	6.904434244	6.915119862999999	6.81061576	7.030707037999999	6.976181699	7.043512966000001	7.234599798	7.32725069	6.757240751	7.161397023999999	7.372934387000001	7.1511517520000005	7.0077395760000005	6.76941879
C15orf48	8.323445834	9.235190211	9.768392431	9.509279926	9.603515536	8.319830032999999	9.411996955	8.54214037	9.380973055	9.396055443	9.366951271	8.902826453	7.8854348839999995	9.398951487	9.316288991	9.487915455	9.243927486	9.047435151	8.978715783	9.657574795	9.584604387999999	9.56086783	9.766321949
SQRDL	9.759742839	10.38443623	10.79409326	10.40803205	10.55744021	10.45899753	10.48829937	10.25949703	10.34158696	10.29272716	10.29596675	10.00149891	9.550962092999999	10.42028588	10.24092043	10.19952827	10.32047762	10.33905729	10.42090726	10.32446103	11.16360269	10.65507165	10.718334800000001
SLC27A2	8.921279091	8.704558031	10.20641226	9.547276766	9.524924731	9.677390822000001	9.267784106	9.06095694	9.358544565	9.009920512999999	9.065882838	8.826478759	8.468011566	9.722750632999999	9.923729708	9.35164089	9.786252076	9.185396317	9.5164314	9.518023367	10.18994985	9.87393115	9.361706219
GCOM1	7.165285022999999	7.297958632	7.562425977	6.878308131	6.959558317000001	7.759890519	7.127283095	6.980683847000001	7.355074537	7.069765404	7.156510092	6.881724987999999	6.632408302000001	7.454639675	7.669261387000001	7.07936238	7.1075333370000005	7.36902311	7.562042073	7.28334882	7.255397605	7.853702656	7.621903861
TLN2	6.544098239	7.324591366	8.258597949	7.507306021000001	7.785861605	8.039812823	7.541340431	7.0901592739999995	7.425921837000001	7.6633844810000005	7.427756313	6.9088932839999995	6.608873952000001	7.243017917	7.681163332000001	7.670176242	7.936142769	7.360913107000001	7.4042749379999995	6.912321068	7.8907283239999995	7.517787231000001	7.50085379
C15orf61	6.462235149	6.2882938489999995	6.506911884	6.736580921	6.811364599	6.620451077999999	6.794135312000001	6.456470856	6.3374696010000005	6.5289184570000005	6.430160536	6.334326076	6.172740932999999	6.686022877	7.205322551	6.548138348999999	6.824400206	6.406468692000001	6.719870485	6.803469176	7.337765206	6.929285141	6.674008063
GLCE	8.107636294	8.564686329	9.243386986	8.962490258999999	9.301049012	8.72060155	9.117645321	8.599601892	8.522325544	8.880533782	8.573172629	8.47603071	8.169999602	9.050792423999999	8.802624433	8.938965119	8.658746035	8.946449957	8.610478009	8.890015493	9.060871701	9.386907627000001	8.905658582000001
PAQR5	6.611290402000001	6.9384955139999995	6.745664682999999	7.1472480979999995	6.793282802999999	7.930788311000001	6.918436907	7.170054938	7.066938935	6.674305647000001	7.021421248999999	6.903215396	6.65486882	7.372366261	6.59701353	6.8431144360000005	6.405450012999999	7.153165744	6.802541607999999	7.662919318999999	7.8222700220000005	7.021803134	6.923851912000001
NEO1	9.287981169	9.750730392000001	10.33825734	10.29517309	10.47283088	9.978592029	10.10534667	9.766252181	9.88439255	10.19799953	10.24060648	9.424509112	8.817208428999999	9.984392555	10.36946862	10.03958695	9.855448042	9.84678675	10.06502968	9.972445486	10.46316375	10.05000471	10.72933363
MPI	7.846775466	8.059343471	8.606928591	8.070770357999999	8.129716308999999	8.000357336	7.899720531	8.072519455	8.082004929	8.078208803999999	8.153246628	7.864151848	7.711975999999999	7.939980607000001	8.433465228	8.197206192000001	8.354855079	8.074861734	8.320860857000001	8.32359605	8.713541953	8.37445502	8.083108555
IDH3A	10.0936782	10.37848802	10.58234806	10.49519483	10.67200486	10.46049677	10.41683592	10.28436254	9.862933177	10.41830366	10.44815954	10.22079323	9.736129688	10.31380558	10.71026981	10.137652699999999	10.38969685	10.18925088	10.60689867	10.61991087	11.26280728	10.58637436	10.58641594
FAH	7.027963349	7.36885784	7.6802782810000005	7.301018581	7.998113063	7.5540932220000006	7.571481394	7.409852634	7.366541135	7.6132288820000005	7.425602782	7.277750804	7.330115682000001	7.1293937110000005	7.841387747000001	7.520686414	7.5402892370000005	7.320033942	7.150125025	7.476218024	8.122179479	7.646869259	7.7312750029999995
EFTUD1	6.934368286000001	6.711375107	7.317912012000001	7.05904255	7.850814057999999	7.868023716000001	6.834776751000001	6.827177634	6.917356053	6.475594416	6.174782167	7.423295344	5.743251262	6.8563799329999995	7.4606139989999996	7.389496904	7.666788854	6.297340041	7.110470406	6.796583586000001	7.6108394420000005	7.50320643	7.309767482000001
PDE8A	8.535548654	8.650737112	9.199360374	9.185670343	9.359853025	8.73833537	9.268981388	8.428758091	8.318043629	9.022030624	8.949360273	8.52185416	8.192513763	9.169834192	9.054986295	8.793614025	8.754249675	8.935051896000001	8.878636112999999	9.330556409	9.519803476	9.372480382	9.467177151
MRPS11	9.59132545	9.249884688	9.480773317	9.404506625	9.617411526	9.774867875	9.723680211	9.820550616	9.280677757000001	9.388900457	9.44288049	9.265594016	9.262502796	9.437931599999999	9.464410513999999	9.366223749	9.815668347	9.656734496	9.383212524	9.670316954	9.787195953	9.488177621	9.321428846
ZNF774	6.694967289	7.451038388	7.709980497	7.552418511	7.673781034	7.654707257	7.414912547999999	7.5434676629999995	7.619255484	7.295234761000001	7.630299902000001	6.988819017000001	6.584942551	7.257412446	7.231618326	7.917169001	7.5555810039999995	7.1997183179999995	7.253491471	7.517757801	7.46818053	7.77525651	7.740003665
RCCD1	6.832729633	7.014346936	7.165963201	7.082396289	7.091658776	6.655273686	6.802700451000001	6.875817957000001	7.001762777000001	7.133321291000001	7.0714235720000005	6.761681788	6.673964298	6.8687705679999995	7.166570577000001	6.861848902	6.55588088	6.880905527	6.949026247000001	7.223984004	7.131620872	6.8132219329999995	7.093060786000001
ARRDC4	8.897973563999999	8.261435285	8.696224277	8.697884599	8.865372417	9.048918853	9.062973507	8.634056569	9.037986911	9.305021068	9.185408719	8.530978016	8.180637183	9.473163198	9.268727165	9.261398697999999	9.075990577999999	8.869533131	9.219853887000001	8.811892837	8.97322921	9.608628317	9.884780347000001
FMN1	7.091827909	7.084117241	7.613262048999999	7.2885114170000005	7.329143473999999	7.532096315	7.282630761	7.117097072000001	7.264265762999999	7.156594183999999	7.17467094	6.761891341	6.196881385	7.395544332999999	7.712228275	7.1159812239999995	7.407539815	6.764308333	7.260899439	7.146078248999999	7.701654832999999	7.706073966	7.648754516
FMN1	6.558164934	5.890732312999999	5.216179086	5.553551489	5.688334519	5.765534281	5.036945272	6.172472527	5.669741807	5.436117016	5.210614869	6.42162391	6.451782854	5.304366224	4.671418508	5.723010929	5.354359564	5.072406927	4.517593945	5.7413780029999995	5.745928773999999	5.975585177999999	5.849102771
LPCAT4	8.097699588	8.974554106	9.235376053	9.236859886	8.769580312	8.586426133	8.538300373	8.717465264	9.219800429	8.849381428	8.961529445	8.444537981	8.32528363	8.94341956	9.207539426	9.08169521	9.142249497	8.46184124	8.647281207	8.925707996	9.330642705	8.996692252	9.017159615
PPIP5K1	7.470573857000001	8.213434889	8.357070171	8.249777656000001	8.23855081	8.035833092999999	7.959092008	8.088814275	7.993594755	7.937805455	8.393550846	7.718136495	7.603283365	8.054110097999999	8.515692621	8.145633676000001	7.892508261000001	7.840968713	7.890190695	8.043193702	8.281007027000001	8.242859944	8.334987917000001
SPPL2A	10.29829699	10.53741192	10.85729774	10.85365869	10.72907603	10.74638249	10.66886897	10.44337827	10.39623775	10.55737559	10.338665800000001	10.46814124	10.08137031	10.81268488	10.990395199999998	10.54648897	10.93197508	10.24685496	10.61659057	10.62611763	11.118265300000001	11.02166456	10.64700095
MYO5C	7.7393634460000005	8.508149236	9.24385821	8.644068277	9.039695708	8.87010053	8.785599535	8.211988225	8.320252837	8.730307286	8.473491355	7.920001046	6.896970732000001	8.85699051	9.089225133	8.308229165	8.853493365	8.450346528999999	8.527697007999999	8.527154459	9.177396421000001	8.864342406	9.039926917999999
DAPK2	7.60096821	8.343365204	8.437441719	8.328528937	8.000761166	7.7427176289999995	8.327456431	7.915598414	8.396770952999999	7.992331932999999	8.343353953	7.5705443589999994	7.434414182	8.079902375	8.317547036	8.118188607	7.939066036	7.89773026	8.054550664	8.386689276	8.425628263	8.394094334	8.324088642000001
CALML4	8.682031977000001	9.307802961	9.834399485	9.564822949	9.535689603	9.616875228	9.546752011	9.333726708	9.628111971000001	9.510247936	9.34164844	8.992727645	8.44464527	9.704305783999999	9.906488054	9.594699217	9.887945052000001	9.332661065	9.361224165	9.274087332	9.701384837	9.890212872000001	9.595789471
ULK3	7.16085254	7.565269344	7.738845378	7.637188572	7.388310597	7.107524876	7.5125489110000006	7.394780992	7.468285081	7.359553065	7.687184502000001	7.150347878	7.2714408	7.295833941000001	7.66911776	7.577376271	7.2034079	7.425997365	7.670130199	7.561678342	7.623411227999999	7.563560667999999	7.59492913
SCAMP2	9.83686709	10.1794285	10.34832415	10.20434129	10.49422228	10.04455371	10.24656027	10.19757967	10.13764442	10.33215254	10.02930324	9.928407229	9.852355008	10.36019553	10.40358394	10.29542017	10.101323800000001	10.2726705	10.16037587	10.4642527	10.49670959	10.49273888	10.5175734
COX5A	10.56402793	10.80336905	11.01415297	11.01805038	11.21378773	10.78982166	10.81673359	10.82568581	10.99987995	11.12213033	11.16212868	10.6694808	10.62429715	10.82011847	11.12407081	10.86051235	10.82228909	10.58214876	10.99542921	11.34974421	11.30313789	11.06666045	11.03638744
RPP25	7.152497768	7.216772496	7.672876014	7.626490761	7.612773467	7.55651693	7.430098501	7.616618837000001	7.515167319	7.601930231	7.598887703	7.131931201	7.677473195	7.468509076	7.6113930729999995	7.602824458	7.638606159	7.178176401	7.330815146	7.872912304	8.017785572000001	7.367954446000001	7.432980197999999
ETFA	9.087981043	9.487383007	9.764778674	9.558100222	9.558461821	9.736825009	9.618618729	9.271299162	9.404592118	9.443666227000001	9.252718553	9.294079417	8.755781331	9.690876976	9.832345167	9.64353101	9.747308648999999	9.460752341000001	9.443384337000001	9.451062667999999	10.11744066	9.744654329	9.533713986
TSPAN3	10.22586994	10.84450934	11.19077913	11.17600768	10.97536485	10.6542371	11.19193107	10.73462012	10.89095213	10.86206758	10.76151147	10.45341358	10.00951001	11.35946245	11.19363289	11.09066133	11.24253857	10.79407015	10.97797651	11.17079658	10.93432869	11.53003097	11.09742859
EFTUD1	6.279060326000001	6.472142327	6.467131492	6.677945836	6.84761989	7.321689226	6.977256512	6.700180292000001	6.611280945	6.509120301	6.355474503	6.685917792000001	5.887006924	6.828290403	7.1452385739999995	6.763228882999999	7.1825783329999995	6.70761885	6.66631937	6.381156487	6.910463956	7.202948376	6.612701262000001
MRPL46	7.656882197000001	7.721252651	8.089295619	7.802751027999999	8.035119921	7.986129954	8.319788283	7.783029693	7.779819928999999	7.973135298	8.013459329	7.876348321	7.619805336000001	7.8729761620000005	8.063843681	8.018571712	8.058709697000001	8.141905841	7.998108069	7.955267752999999	8.405381582	7.967297159	7.995909964
PEX11A	6.4564382689999995	7.172957726	7.270627117	6.965906412000001	6.993074602999999	6.825067276	6.936682775	6.925062606	7.34195106	6.855887978999999	6.762914529	6.692993211	6.6452542679999995	6.731770113	7.376671241	7.387602577999999	7.08263099	6.549263292000001	6.793416075	7.15995708	7.646449502	6.8596209429999995	7.072113462999999
